ncessch,year,%Female,%Male
60001708297.0,2015,0.49381868131868134,0.5061813186813187
60001708297.0,2017,0.4934527911784976,0.5065472088215024
60001709098.0,2011,0.48793185044959775,0.5120681495504023
60001709098.0,2013,0.46473779385171793,0.5352622061482821
60001709098.0,2015,0.47829787234042553,0.5217021276595745
60001709098.0,2017,0.4860284012826386,0.5139715987173614
60001809107.0,2011,0.5,0.5
60001809107.0,2013,0.5533980582524272,0.44660194174757284
60001809107.0,2017,0.4868421052631579,0.5131578947368421
60001909273.0,2011,0.5017878426698451,0.49821215733015495
60001909273.0,2013,0.5007957559681697,0.4992042440318302
60001909273.0,2015,0.4912126537785589,0.5087873462214412
60001909273.0,2017,0.4934545454545455,0.5065454545454545
60002009279.0,2011,0.5006675567423231,0.4993324432576769
60002009279.0,2013,0.4894117647058824,0.5105882352941177
60002009279.0,2015,0.4776764282285166,0.5223235717714835
60002009279.0,2017,0.4678308823529412,0.5321691176470589
60002009282.0,2011,0.4994413407821229,0.5005586592178771
60002009282.0,2013,0.49712753734201454,0.5028724626579855
60002009282.0,2015,0.5011398176291794,0.4988601823708207
60002009282.0,2017,0.48522259633370746,0.5147774036662925
60002200395.0,2011,0.47132867132867134,0.5286713286713287
60002200395.0,2013,0.48221343873517786,0.5177865612648221
60002200395.0,2015,0.4970344009489917,0.5029655990510083
60002200395.0,2017,0.49720044792833146,0.5027995520716685
60002506328.0,2011,0.4883625969783585,0.5116374030216415
60002506328.0,2013,0.5259557344064386,0.4740442655935614
60002506328.0,2015,0.5151883353584447,0.4848116646415553
60002506328.0,2017,0.5169424743892829,0.4830575256107171
60002604544.0,2011,0.47962382445141066,0.5203761755485894
60002604544.0,2013,0.5263157894736842,0.47368421052631576
60002604544.0,2015,0.5054151624548736,0.49458483754512633
60002604544.0,2017,0.5229007633587787,0.4770992366412214
60002709489.0,2011,0.4786476868327402,0.5213523131672598
60002709489.0,2013,0.4803611738148984,0.5196388261851016
60002709489.0,2015,0.4817244611059044,0.5182755388940956
60002709489.0,2017,0.47630445189085685,0.5236955481091431
60002710280.0,2011,0.483046683046683,0.5169533169533169
60002710280.0,2013,0.4780556866446437,0.5219443133553563
60002710280.0,2015,0.49280418665503706,0.5071958133449629
60002710280.0,2017,0.48775055679287305,0.512249443207127
60002711036.0,2011,0.48828735033836546,0.5117126496616345
60002711036.0,2013,0.4792955735364112,0.5207044264635887
60002711036.0,2015,0.47100712105798576,0.5289928789420142
60002711036.0,2017,0.47948285553681846,0.5205171444631815
60002807222.0,2011,0.4956493715758943,0.5043506284241057
60002807222.0,2013,0.4793577981651376,0.5206422018348624
60002807222.0,2015,0.492776886035313,0.507223113964687
60002807222.0,2017,0.48782894736842103,0.5121710526315789
60002808564.0,2011,0.5358255451713395,0.46417445482866043
60002808564.0,2013,0.5252140818268316,0.4747859181731684
60002808564.0,2017,0.49146110056925996,0.50853889943074
60002809499.0,2011,0.4856722997795738,0.5143277002204262
60002809499.0,2013,0.49166975194372453,0.5083302480562755
60002809499.0,2015,0.49846048580225794,0.501539514197742
60002809499.0,2017,0.5085158150851582,0.49148418491484186
60002810589.0,2013,0.6384180790960452,0.3615819209039548
60002810589.0,2015,0.6088888888888889,0.39111111111111113
60002811038.0,2011,0.4929783499122294,0.5070216500877707
60002811038.0,2013,0.49795137940453427,0.5020486205954657
60002811038.0,2015,0.5099109451307096,0.49008905486929044
60002811038.0,2017,0.5092421441774492,0.4907578558225508
60002909685.0,2011,0.5037910699241785,0.4962089300758214
60002909685.0,2013,0.4755127668480536,0.5244872331519465
60002909685.0,2015,0.47787963332004785,0.5221203666799522
60002909685.0,2017,0.47883149872988995,0.52116850127011
60002911249.0,2011,0.5023098244533415,0.49769017554665845
60002911249.0,2013,0.5086705202312138,0.4913294797687861
60002911249.0,2015,0.49874196253844005,0.50125803746156
60002911249.0,2017,0.5052234474753338,0.4947765525246663
60002912289.0,2011,0.47185354691075515,0.5281464530892449
60002912289.0,2013,0.48692060578246904,0.513079394217531
60002912289.0,2015,0.4764256847777279,0.5235743152222722
60002912289.0,2017,0.47120200333889817,0.5287979966611018
60003109475.0,2013,0.4666666666666667,0.5333333333333333
60003109475.0,2015,0.5769230769230769,0.4230769230769231
60003109475.0,2017,0.5,0.5
60003206330.0,2011,0.49166004765687055,0.5083399523431295
60003206330.0,2013,0.4783456886461178,0.5216543113538822
60003206330.0,2015,0.4885162231133795,0.5114837768866205
60003206330.0,2017,0.4982876712328767,0.5017123287671232
60003301258.0,2011,0.4742268041237113,0.5257731958762887
60003301258.0,2013,0.46747352496217853,0.5325264750378215
60003301258.0,2015,0.4955223880597015,0.5044776119402985
60003301258.0,2017,0.5096296296296297,0.49037037037037035
60003405470.0,2011,0.5115589804386484,0.4884410195613515
60003405470.0,2013,0.4930232558139535,0.5069767441860465
60003405470.0,2015,0.48088064889918886,0.5191193511008111
60003405470.0,2017,0.49853372434017595,0.501466275659824
60003507903.0,2011,0.5201192250372578,0.4798807749627422
60003507903.0,2013,0.5261744966442953,0.4738255033557047
60003507903.0,2015,0.5146666666666667,0.48533333333333334
60003507903.0,2017,0.47959183673469385,0.5204081632653061
60003603755.0,2011,0.5024311183144247,0.49756888168557534
60003603755.0,2013,0.4634858812074002,0.5365141187925998
60003603755.0,2015,0.4792490118577075,0.5207509881422925
60003603755.0,2017,0.4849368318756074,0.5150631681243926
60003607250.0,2011,0.5966325036603221,0.4033674963396779
60003607250.0,2013,0.6023738872403561,0.39762611275964393
60003607250.0,2015,0.5803897685749086,0.41961023142509135
60003607250.0,2017,0.5683690280065898,0.4316309719934102
60003611084.0,2011,0.47606382978723405,0.523936170212766
60003611084.0,2013,0.48500999333777484,0.5149900066622252
60003611084.0,2015,0.4880636604774536,0.5119363395225465
60003611084.0,2017,0.48480531813865146,0.5151946818613485
60003611735.0,2011,0.5592515592515592,0.4407484407484408
60003611735.0,2013,0.49171270718232046,0.5082872928176796
60003611735.0,2015,0.5016778523489933,0.4983221476510067
60003611735.0,2017,0.4991922455573506,0.5008077544426495
60003613189.0,2015,0.4925124792013311,0.5074875207986689
60003613189.0,2017,0.484375,0.515625
60003701551.0,2011,0.4883720930232558,0.5116279069767442
60003701551.0,2013,0.506578947368421,0.4934210526315789
60003701551.0,2015,0.4878048780487805,0.5121951219512195
60003701551.0,2017,0.4879518072289157,0.5120481927710844
60003801994.0,2011,0.7142857142857143,0.2857142857142857
60003801994.0,2013,0.5,0.5
60003801994.0,2015,0.5,0.5
60003801994.0,2017,0.5714285714285714,0.42857142857142855
60003807500.0,2011,0.518467852257182,0.48153214774281805
60003807500.0,2013,0.5239520958083832,0.47604790419161674
60003807500.0,2015,0.4947839046199702,0.5052160953800298
60003807500.0,2017,0.5006858710562414,0.4993141289437586
60003907540.0,2011,0.48732394366197185,0.5126760563380282
60003907540.0,2013,0.45738636363636365,0.5426136363636364
60003907540.0,2015,0.47152317880794703,0.528476821192053
60003907540.0,2017,0.468,0.532
60004005120.0,2011,0.48880597014925375,0.5111940298507462
60004005120.0,2013,0.4720616570327553,0.5279383429672447
60004005120.0,2015,0.47237076648841353,0.5276292335115864
60004005120.0,2017,0.4972972972972973,0.5027027027027027
60004205341.0,2011,0.5,0.5
60004205341.0,2013,0.4666666666666667,0.5333333333333333
60004205341.0,2015,0.5454545454545454,0.45454545454545453
60004213918.0,2017,0.5171255876427132,0.4828744123572868
60004402140.0,2011,0.4375,0.5625
60004402140.0,2013,0.4368,0.5632
60004402140.0,2015,0.4927536231884058,0.5072463768115942
60004402140.0,2017,0.49909584086799275,0.5009041591320073
60004507090.0,2011,0.4787701317715959,0.5212298682284041
60004507090.0,2015,0.5357686453576864,0.4642313546423135
60004507090.0,2017,0.5271210013908206,0.4728789986091794
60004607183.0,2011,0.5263852242744064,0.4736147757255937
60004607183.0,2013,0.5013368983957219,0.49866310160427807
60004607183.0,2015,0.5053908355795148,0.4946091644204852
60004607183.0,2017,0.5108556832694764,0.4891443167305236
60004707371.0,2011,0.47847533632287,0.52152466367713
60004707371.0,2013,0.48264223722275795,0.517357762777242
60004707371.0,2015,0.480091533180778,0.519908466819222
60004707371.0,2017,0.4752475247524752,0.5247524752475248
60004707380.0,2011,0.49463464486458864,0.5053653551354114
60004707380.0,2013,0.5057692307692307,0.49423076923076925
60004707380.0,2015,0.5069897483690587,0.4930102516309413
60004707380.0,2017,0.5066666666666667,0.49333333333333335
60004712372.0,2011,0.5091556459816887,0.4908443540183113
60004712372.0,2013,0.4993116108306563,0.5006883891693438
60004712372.0,2015,0.5037220843672456,0.49627791563275436
60004712372.0,2017,0.5064319566689235,0.4935680433310765
60004807404.0,2011,0.49379652605459057,0.5062034739454094
60004807404.0,2013,0.49468354430379746,0.5053164556962025
60004807404.0,2015,0.5058881256133464,0.4941118743866536
60004807404.0,2017,0.48996733551096594,0.5100326644890341
60004807405.0,2011,0.4251968503937008,0.5748031496062992
60004812391.0,2013,0.6567164179104478,0.34328358208955223
60004907414.0,2011,0.484304932735426,0.515695067264574
60004907414.0,2013,0.45867768595041325,0.5413223140495868
60004907414.0,2015,0.43162393162393164,0.5683760683760684
60004907414.0,2017,0.45077720207253885,0.5492227979274611
60005102016.0,2011,0.4951923076923077,0.5048076923076923
60005102016.0,2013,0.49013657056145676,0.5098634294385432
60005102016.0,2015,0.4936102236421725,0.5063897763578274
60005102016.0,2017,0.46855345911949686,0.5314465408805031
60005201477.0,2011,0.5048387096774194,0.49516129032258066
60005201477.0,2015,0.4777365491651206,0.5222634508348795
60005201477.0,2017,0.49829642248722317,0.5017035775127768
60006002212.0,2011,0.472630173564753,0.527369826435247
60006002212.0,2013,0.5180722891566265,0.4819277108433735
60006002212.0,2015,0.5378151260504201,0.46218487394957986
60006002212.0,2017,0.5092989985693849,0.4907010014306152
60006104232.0,2011,0.47832369942196534,0.5216763005780347
60006104232.0,2013,0.4482758620689655,0.5517241379310345
60006104232.0,2015,0.4771048744460857,0.5228951255539144
60006104232.0,2017,0.48824343015214383,0.5117565698478561
60006204231.0,2011,0.49627791563275436,0.5037220843672456
60006204231.0,2013,0.5091911764705882,0.49080882352941174
60006204231.0,2015,0.5027932960893855,0.4972067039106145
60006204231.0,2017,0.47992351816443596,0.5200764818355641
60006308657.0,2011,0.5049342105263158,0.49506578947368424
60006308657.0,2013,0.4948805460750853,0.5051194539249146
60006308657.0,2015,0.4878048780487805,0.5121951219512195
60006308657.0,2017,0.506108202443281,0.493891797556719
60006310698.0,2013,0.5132743362831859,0.48672566371681414
60006310698.0,2015,0.49781447304516757,0.5021855269548324
60006310698.0,2017,0.5036876355748373,0.4963123644251627
60006404879.0,2011,0.47406639004149376,0.5259336099585062
60006404879.0,2013,0.47922288181327577,0.5207771181867242
60006404879.0,2015,0.5011210762331838,0.49887892376681614
60006404879.0,2017,0.5012683916793506,0.4987316083206494
60006404880.0,2011,0.4911622924477772,0.5088377075522228
60006404880.0,2013,0.5193223928004235,0.4806776071995765
60006404880.0,2015,0.5247933884297521,0.47520661157024796
60006404880.0,2017,0.5269709543568465,0.4730290456431535
60006408426.0,2011,0.5072727272727273,0.49272727272727274
60006408426.0,2013,0.5013146362839614,0.49868536371603855
60006408426.0,2015,0.5067365269461078,0.49326347305389223
60006408426.0,2017,0.489193083573487,0.510806916426513
60006411535.0,2011,0.47320061255742724,0.5267993874425727
60006411535.0,2013,0.5324881141045958,0.4675118858954041
60006411535.0,2015,0.48870967741935484,0.5112903225806451
60006412356.0,2011,0.4490161001788909,0.5509838998211091
60006412356.0,2013,0.5253623188405797,0.4746376811594203
60006412356.0,2015,0.486013986013986,0.513986013986014
60006412356.0,2017,0.500945179584121,0.499054820415879
60006501242.0,2011,0.4912472647702407,0.5087527352297593
60006501242.0,2013,0.49291338582677163,0.5070866141732283
60006501242.0,2015,0.49201277955271566,0.5079872204472844
60006501242.0,2017,0.4809547993905536,0.5190452006094464
60006700731.0,2011,0.4547069271758437,0.5452930728241563
60006700731.0,2013,0.4810344827586207,0.5189655172413793
60006700731.0,2015,0.49569707401032703,0.504302925989673
60006700731.0,2017,0.45104895104895104,0.548951048951049
60006810542.0,2011,0.47909407665505227,0.5209059233449478
60006810542.0,2013,0.47802197802197804,0.521978021978022
60006810542.0,2015,0.4717948717948718,0.5282051282051282
60006810542.0,2017,0.4787430683918669,0.5212569316081331
60006908607.0,2011,0.48072383949645947,0.5192761605035405
60006908607.0,2013,0.49098712446351933,0.5090128755364807
60006908607.0,2015,0.4657650042265427,0.5342349957734573
60006908607.0,2017,0.47368421052631576,0.5263157894736842
60011612212.0,2011,0.4642857142857143,0.5357142857142857
60011612212.0,2013,0.43617021276595747,0.5638297872340425
60011612212.0,2015,0.47863247863247865,0.5213675213675214
60011612212.0,2017,0.4731182795698925,0.5268817204301075
60011613035.0,2011,0.5259259259259259,0.4740740740740741
60011613035.0,2013,0.532258064516129,0.46774193548387094
60011613035.0,2015,0.4827586206896552,0.5172413793103449
60011613035.0,2017,0.5109489051094891,0.48905109489051096
60013611207.0,2013,0.5917667238421955,0.40823327615780447
60013611207.0,2015,0.6090116279069767,0.39098837209302323
60013611207.0,2017,0.6285714285714286,0.37142857142857144
60015310929.0,2011,0.48600069132388524,0.5139993086761148
60015310929.0,2013,0.4957296695135537,0.5042703304864463
60015310929.0,2015,0.4880726997349489,0.5119273002650511
60015310929.0,2017,0.4854686860417519,0.514531313958248
60015310930.0,2011,0.4958150657632523,0.5041849342367477
60015310930.0,2013,0.49915254237288137,0.5008474576271187
60015310930.0,2015,0.4958641706573792,0.5041358293426208
60015310930.0,2017,0.48858647936786653,0.5114135206321334
60015310931.0,2011,0.4802686817800168,0.5197313182199832
60015310931.0,2013,0.4814032121724429,0.518596787827557
60015310931.0,2015,0.4738706820194863,0.5261293179805138
60015310931.0,2017,0.46676029962546817,0.5332397003745318
60015310932.0,2015,0.4782608695652174,0.5217391304347826
60015811503.0,2011,0.49053117782909933,0.5094688221709007
60015811503.0,2013,0.49306839186691315,0.5069316081330869
60015811503.0,2015,0.5041246562786434,0.49587534372135655
60015811503.0,2017,0.481962481962482,0.5180375180375181
60015811505.0,2011,0.48947122133832477,0.5105287786616752
60015811505.0,2013,0.4749435665914221,0.5250564334085779
60015811505.0,2015,0.47480708125283705,0.525192918747163
60015811505.0,2017,0.505654281098546,0.49434571890145396
60015901474.0,2011,0.5054945054945055,0.4945054945054945
60015901474.0,2013,0.5469613259668509,0.4530386740331492
60015901474.0,2015,0.5384615384615384,0.46153846153846156
60015901474.0,2017,0.5549132947976878,0.44508670520231214
60016007023.0,2011,0.47058823529411764,0.5294117647058824
60016007023.0,2013,0.4957627118644068,0.5042372881355932
60016007023.0,2015,0.5257731958762887,0.4742268041237113
60016007023.0,2017,0.5101744186046512,0.4898255813953488
60016010541.0,2017,0.5378151260504201,0.46218487394957986
60133106605.0,2011,0.45226130653266333,0.5477386934673367
60133106605.0,2013,0.4752186588921283,0.5247813411078717
60133106605.0,2015,0.5048231511254019,0.49517684887459806
60133106605.0,2017,0.4774774774774775,0.5225225225225225
60133201985.0,2011,0.47768595041322315,0.5223140495867769
60133201985.0,2013,0.4757630161579892,0.5242369838420108
60133201985.0,2015,0.45871559633027525,0.5412844036697247
60133201985.0,2017,0.4899387576552931,0.510061242344707
60133201987.0,2011,0.48223099703849953,0.5177690029615005
60133201987.0,2013,0.46975806451612906,0.530241935483871
60133201987.0,2015,0.44386694386694386,0.5561330561330561
60133201987.0,2017,0.4607032057911065,0.5392967942088935
60133201988.0,2011,0.4556818181818182,0.5443181818181818
60133201988.0,2013,0.4524390243902439,0.5475609756097561
60133201988.0,2015,0.47073170731707314,0.5292682926829269
60133201988.0,2017,0.4582210242587601,0.5417789757412399
60133201991.0,2011,0.4682582745523603,0.5317417254476398
60133201991.0,2013,0.4591893392559689,0.5408106607440311
60133201991.0,2015,0.47075688073394495,0.529243119266055
60133201991.0,2017,0.4912597950572634,0.5087402049427366
60133211070.0,2011,0.4965753424657534,0.5034246575342466
60133211070.0,2017,0.48257372654155495,0.517426273458445
60133211074.0,2015,0.5703479576399395,0.4296520423600605
60133211074.0,2017,0.5655375552282769,0.43446244477172313
60133412395.0,2011,0.45,0.55
60133412395.0,2013,0.4900990099009901,0.5099009900990099
60133712390.0,2011,0.5598802395209581,0.44011976047904194
60133712390.0,2013,0.5349794238683128,0.46502057613168724
60133902078.0,2011,0.5228070175438596,0.47719298245614034
60133902078.0,2013,0.5164835164835165,0.4835164835164835
60133902078.0,2015,0.5058365758754864,0.49416342412451364
60133902078.0,2017,0.5124555160142349,0.4875444839857651
60134412554.0,2013,0.4785553047404063,0.5214446952595937
60140900491.0,2011,0.4954545454545455,0.5045454545454545
60140900491.0,2013,0.5039619651347068,0.4960380348652932
60140900491.0,2015,0.4842105263157895,0.5157894736842106
60140900491.0,2017,0.4798598949211909,0.5201401050788091
60141013692.0,2015,0.4913294797687861,0.5086705202312138
60141013692.0,2017,0.5140728476821192,0.4859271523178808
60141112672.0,2011,0.5534591194968553,0.44654088050314467
60141112672.0,2013,0.5634920634920635,0.4365079365079365
60141406017.0,2013,0.4816022356776898,0.5183977643223102
60141406017.0,2015,0.4712213383247543,0.5287786616752457
60141406017.0,2017,0.4720194647201946,0.5279805352798054
60141406029.0,2013,0.48684889118102115,0.5131511088189789
60141406029.0,2015,0.5075445816186557,0.4924554183813443
60141406029.0,2017,0.5116611137553546,0.4883388862446454
60141406031.0,2013,0.4827902707664066,0.5172097292335934
60141406031.0,2015,0.4815152898219991,0.5184847101780009
60141406031.0,2017,0.4846511627906977,0.5153488372093024
60141506864.0,2013,0.47761194029850745,0.5223880597014925
60141506864.0,2015,0.4813753581661891,0.5186246418338109
60141506864.0,2017,0.4838403041825095,0.5161596958174905
60141806996.0,2013,0.4761255115961801,0.5238744884038199
60141806996.0,2015,0.4560862865947612,0.5439137134052389
60141806996.0,2017,0.4661290322580645,0.5338709677419354
60142106114.0,2013,0.5080697224015494,0.4919302775984506
60142106114.0,2015,0.5059861373660995,0.49401386263390046
60142106114.0,2017,0.5012642225031606,0.49873577749683945
60142301504.0,2013,0.47564766839378236,0.5243523316062176
60142301504.0,2015,0.49295774647887325,0.5070422535211268
60142301504.0,2017,0.5180467091295117,0.4819532908704883
60142512419.0,2015,0.33098591549295775,0.6690140845070423
60142512419.0,2017,0.4701086956521739,0.529891304347826
60143012271.0,2017,0.48725212464589235,0.5127478753541076
60143510895.0,2015,0.4643734643734644,0.5356265356265356
60143510895.0,2017,0.4601063829787234,0.5398936170212766
60143813997.0,2017,0.4642857142857143,0.5357142857142857
60144114028.0,2017,0.5362776025236593,0.4637223974763407
60144206696.0,2017,0.45723684210526316,0.5427631578947368
60144714089.0,2017,0.5877192982456141,0.41228070175438597
60162000002.0,2011,0.4944974321349963,0.5055025678650037
60162000002.0,2013,0.502112676056338,0.497887323943662
60162000002.0,2015,0.5072866065232478,0.49271339347675225
60162000002.0,2017,0.5050798258345428,0.4949201741654572
60162000010.0,2011,0.4889400921658986,0.5110599078341014
60162000010.0,2013,0.49182624941616065,0.5081737505838393
60162000010.0,2015,0.4903710662282762,0.5096289337717238
60162000010.0,2017,0.48928238583411,0.51071761416589
60162000014.0,2011,0.4702894870492636,0.5297105129507365
60162000014.0,2013,0.488176563321072,0.511823436678928
60162000014.0,2015,0.4914904589994843,0.5085095410005157
60162000014.0,2017,0.49815303430079155,0.5018469656992084
60162000029.0,2011,0.5127952755905512,0.48720472440944884
60162000029.0,2013,0.5235756385068763,0.4764243614931238
60162000029.0,2015,0.5455445544554456,0.45445544554455447
60162000029.0,2017,0.5854145854145855,0.4145854145854146
60165000032.0,2011,0.45263919016630516,0.5473608098336948
60165000032.0,2013,0.47576435495898584,0.5242356450410142
60165000032.0,2015,0.47974413646055436,0.5202558635394456
60165000032.0,2017,0.4863468634686347,0.5136531365313654
60165000033.0,2011,0.5,0.5
60165000033.0,2013,0.4870967741935484,0.5129032258064516
60165000033.0,2015,0.5015360983102919,0.49846390168970817
60165000033.0,2017,0.49200581395348836,0.5079941860465116
60165000035.0,2011,0.4798115746971736,0.5201884253028264
60165000035.0,2013,0.48930654569021387,0.5106934543097861
60165000035.0,2015,0.5013106159895151,0.4986893840104849
60165000035.0,2017,0.5009696186166774,0.49903038138332256
60165000036.0,2011,0.4814189189189189,0.518581081081081
60165000036.0,2013,0.5013623978201635,0.4986376021798365
60165000036.0,2015,0.49676898222940225,0.5032310177705978
60165000036.0,2017,0.5184626978146194,0.48153730218538054
60177000041.0,2011,0.5040431266846361,0.49595687331536387
60177000041.0,2013,0.4938752783964365,0.5061247216035635
60177000041.0,2015,0.4824970828471412,0.5175029171528588
60177000041.0,2017,0.4744238336143901,0.5255761663856099
60177000045.0,2011,0.47536496350364965,0.5246350364963503
60177000045.0,2013,0.4684354986276304,0.5315645013723697
60177000045.0,2015,0.47861965491372843,0.5213803450862715
60177000045.0,2017,0.4611906556141673,0.5388093443858327
60177012399.0,2011,0.5093555093555093,0.49064449064449067
60177012399.0,2013,0.5088757396449705,0.4911242603550296
60177012399.0,2017,0.41350210970464135,0.5864978902953587
60186000059.0,2011,0.4897288414133114,0.5102711585866886
60186000059.0,2013,0.4778982485404504,0.5221017514595496
60186000059.0,2015,0.48534201954397393,0.5146579804560261
60186000059.0,2017,0.46595932802829354,0.5340406719717065
60201000088.0,2017,0.4462809917355372,0.5537190082644629
60201011819.0,2013,0.47115384615384615,0.5288461538461539
60201011819.0,2017,0.5,0.5
60243000134.0,2011,0.4818731117824773,0.5181268882175226
60243000134.0,2013,0.5023942537909019,0.49760574620909814
60243000134.0,2015,0.5127118644067796,0.4872881355932203
60243000134.0,2017,0.475854584915898,0.5241454150841021
60243000137.0,2011,0.49104859335038364,0.5089514066496164
60243000137.0,2013,0.5018298261665142,0.49817017383348583
60243000137.0,2015,0.5086628165259884,0.49133718347401156
60243000137.0,2017,0.5023320895522388,0.4976679104477612
60243013184.0,2013,0.4618055555555556,0.5381944444444444
60243013184.0,2015,0.4722378014582165,0.5277621985417835
60243013184.0,2017,0.4717741935483871,0.5282258064516129
60243014097.0,2017,0.4854771784232365,0.5145228215767634
60245008786.0,2011,0.48986486486486486,0.5101351351351351
60245008786.0,2013,0.5171385991058122,0.4828614008941878
60245008786.0,2015,0.5279878971255674,0.4720121028744327
60245008786.0,2017,0.5186721991701245,0.48132780082987553
60245008787.0,2011,0.49072512647554806,0.5092748735244519
60245008787.0,2013,0.4869402985074627,0.5130597014925373
60245008787.0,2015,0.4832347140039448,0.5167652859960552
60245008787.0,2017,0.5010752688172043,0.4989247311827957
60263000169.0,2011,0.49954142464078266,0.5004585753592173
60263000169.0,2013,0.5009640102827764,0.4990359897172236
60263000169.0,2015,0.48987589810581317,0.5101241018941868
60263000172.0,2011,0.48231266641308485,0.5176873335869152
60263000172.0,2013,0.5016772269847186,0.4983227730152814
60263000172.0,2015,0.4879825200291333,0.5120174799708667
60263000176.0,2011,0.4900589101620029,0.509941089837997
60263000176.0,2013,0.4814671814671815,0.5185328185328185
60263000176.0,2015,0.4827850038255547,0.5172149961744453
60263000177.0,2011,0.5056367432150313,0.4943632567849687
60263000177.0,2013,0.49869678540399653,0.5013032145960035
60263000177.0,2015,0.5030851501439737,0.49691484985602635
60263000180.0,2011,0.5,0.5
60263000180.0,2013,0.4951651893634166,0.5048348106365834
60263000180.0,2015,0.49414316702819955,0.5058568329718004
60263000182.0,2011,0.4790575916230366,0.5209424083769634
60263000182.0,2013,0.4783783783783784,0.5216216216216216
60263000182.0,2015,0.46365638766519823,0.5363436123348018
60263000187.0,2011,0.48498431196772745,0.5150156880322725
60263000187.0,2013,0.50640721404841,0.49359278595158995
60263000187.0,2015,0.4697788697788698,0.5302211302211303
60263000192.0,2011,0.48608042421564296,0.5139195757843571
60263000192.0,2013,0.49304911955514363,0.5069508804448564
60263000192.0,2015,0.4867125984251969,0.5132874015748031
60263007580.0,2011,0.5236842105263158,0.4763157894736842
60263007580.0,2013,0.5448334756618275,0.4551665243381725
60263007580.0,2015,0.5396694214876033,0.46033057851239667
60267000193.0,2011,0.5079485238455715,0.49205147615442846
60267000193.0,2013,0.5043541364296081,0.49564586357039186
60267000193.0,2015,0.5070202808112324,0.49297971918876754
60267000193.0,2017,0.5248908296943231,0.47510917030567684
60267000194.0,2011,0.516297262059974,0.48370273794002605
60267000194.0,2013,0.5008103727714749,0.4991896272285251
60267000194.0,2015,0.47627118644067795,0.523728813559322
60267000194.0,2017,0.44966442953020136,0.5503355704697986
60270000196.0,2011,0.5186246418338109,0.4813753581661891
60270000196.0,2013,0.48923959827833574,0.5107604017216643
60270000196.0,2015,0.5,0.5
60270000196.0,2017,0.5009416195856874,0.4990583804143126
60270007642.0,2011,0.49433573635427397,0.505664263645726
60270007642.0,2013,0.48404255319148937,0.5159574468085106
60270007642.0,2015,0.45537757437070936,0.5446224256292906
60270007642.0,2017,0.45617977528089887,0.5438202247191011
60270010671.0,2011,0.4909090909090909,0.509090909090909
60273000199.0,2011,0.4482758620689655,0.5517241379310345
60273000199.0,2013,0.4528301886792453,0.5471698113207547
60273000199.0,2015,0.4388185654008439,0.5611814345991561
60282000203.0,2011,0.5034013605442177,0.4965986394557823
60282000203.0,2013,0.46689895470383275,0.5331010452961672
60282000203.0,2015,0.46516730663741085,0.5348326933625891
60282000203.0,2017,0.47868106878908473,0.5213189312109153
60282000205.0,2011,0.47799152266058037,0.5220084773394196
