ncessch,year,%Asian,%Black,%Hispanic,"%Indigenous 
American ",%Multiracial,"%Pacific 
Islander",%White
60002200395.0,2017,,0.0022396416573348264,0.9809630459126539,,,,0.0167973124300112
60002506328.0,2011,0.08248264597795019,0.05063291139240506,0.16210698244181299,0.0016333197223356473,0.12903225806451613,0.0028583095140873828,0.5712535728868926
60002506328.0,2013,0.10181086519114688,0.051106639839034206,0.1488933601609658,0.0016096579476861167,0.11388329979879276,0.006438631790744467,0.5762575452716298
60002506328.0,2015,0.09882543539894695,0.05629809639530174,0.15714864317537464,,0.11583637100040502,0.0028351559335763467,0.5690562980963954
60002506328.0,2017,0.10126083530338849,0.027186761229314422,0.15405831363278172,0.0007880220646178094,0.11150512214342001,0.002364066193853428,0.6028368794326241
60002604544.0,2011,0.012539184952978056,0.012539184952978056,0.2476489028213166,0.0219435736677116,0.006269592476489028,0.006269592476489028,0.6990595611285266
60002604544.0,2013,0.006578947368421052,0.006578947368421052,0.2894736842105263,0.006578947368421052,0.03289473684210526,0.013157894736842105,0.6447368421052632
60002604544.0,2015,0.036101083032490974,0.007220216606498195,0.36101083032490977,0.036101083032490974,0.007220216606498195,0.007220216606498195,0.5451263537906137
60002604544.0,2017,0.030534351145038167,0.011450381679389313,0.40076335877862596,0.026717557251908396,0.015267175572519083,0.007633587786259542,0.5229007633587787
60002709489.0,2011,0.03959074733096085,0.05382562277580071,0.47686832740213525,0.003113879003558719,0.013790035587188613,0.004448398576512456,0.43416370106761565
60002709489.0,2013,0.02347629796839729,0.06139954853273138,0.49751693002257336,0.008577878103837472,0.03566591422121896,0.0018058690744920992,0.37155756207674945
60002709489.0,2015,0.03561387066541706,0.041237113402061855,0.5192127460168697,0.007497656982193065,0.05388940955951265,0.0018744142455482662,0.3406747891283974
60002709489.0,2017,0.034944949736716135,0.03303015797032073,0.5524174246050741,0.003350885591191958,0.06558161799904261,0.003350885591191958,0.30732407850646243
60002710280.0,2011,0.06388206388206388,0.053562653562653564,0.4058968058968059,0.0063882063882063885,0.009336609336609337,0.007862407862407862,0.45307125307125307
60002710280.0,2013,0.04011326097215668,0.06134969325153374,0.43935818782444547,0.006134969325153374,0.020292590844738084,0.006134969325153374,0.42661632845681924
60002710280.0,2015,0.05146096816397732,0.05015263846489315,0.46227649367640644,0.0056694286960314,0.04622764936764064,0.00436109899694723,0.3798517226341038
60002710280.0,2017,0.05256124721603563,0.049443207126948774,0.47884187082405344,0.004454342984409799,0.066815144766147,0.0022271714922048997,0.3487750556792873
60002711036.0,2011,0.022384174908901613,0.05361790733992712,0.6283185840707964,0.0052056220718375845,0.011452368558042686,0.008328995314940135,0.2706923477355544
60002711036.0,2013,0.020466444550214184,0.04902427415516421,0.6558781532603523,0.006187529747739172,0.01618277010947168,0.00475963826749167,0.24750118990956688
60002711036.0,2015,0.038657171922685654,0.044760935910478125,0.6871820956256358,0.00508646998982706,0.029501525940996948,0.002034587995930824,0.20193285859613427
60002711036.0,2017,0.02922990444069702,0.034288926363125354,0.7228780213603148,0.003372681281618887,0.03934794828555368,0.002810567734682406,0.16807195053400786
60002807222.0,2011,0.102803738317757,0.059297454076699965,0.32710280373831774,0.00515630035449565,0.04962939091202063,0.006123106670963584,0.4498872059297454
60002807222.0,2013,0.10353866317169069,0.04947575360419397,0.3473132372214941,0.010157273918741808,0.05045871559633028,0.007208387942332897,0.43184796854521623
60002807222.0,2015,0.1043338683788122,0.051364365971107544,0.37303370786516854,0.004173354735152488,0.08796147672552167,0.0032102728731942215,0.3759229534510433
60002807222.0,2017,0.10921052631578948,0.05263157894736842,0.39671052631578946,0.002302631578947368,0.09342105263157895,0.002631578947368421,0.3430921052631579
60002808564.0,2011,0.0695742471443406,0.03842159916926272,0.29387331256490135,0.0020768431983385254,0.0695742471443406,0.0020768431983385254,0.5244029075804777
60002808564.0,2013,0.06660323501427212,0.038058991436726926,0.3006660323501427,0.0019029495718363464,0.10371075166508087,,0.489058039961941
60002808564.0,2017,0.03795066413662239,0.03225806451612903,0.33396584440227706,0.0028462998102466793,0.1015180265654649,0.056925996204933584,0.43453510436432635
60002809499.0,2011,0.08853783982365908,0.04665686994856723,0.28361498897869214,0.008082292432035268,0.036737692872887584,0.004775900073475386,0.5315944158706833
60002809499.0,2013,0.08589411329137357,0.05257312106627175,0.2924842650870048,0.009255831173639394,0.05146242132543503,0.0037023324694557573,0.5046279155868197
60002809499.0,2015,0.06705439616832022,0.037290455011974,0.31132398221005814,0.00752651385562778,0.07218611016079371,0.0013684570646595963,0.5032500855285665
60002809499.0,2017,0.06569343065693431,0.028501911713590546,0.3347236704900938,0.004171011470281543,0.0740354535974974,0.0020855057351407717,0.49252693778241224
60002810589.0,2013,0.022598870056497175,0.03954802259887006,0.327683615819209,0.022598870056497175,0.02824858757062147,0.011299435028248588,0.5480225988700564
60002810589.0,2015,0.044444444444444446,0.017777777777777778,0.3244444444444444,0.022222222222222223,0.017777777777777778,0.008888888888888889,0.5644444444444444
60002811038.0,2011,0.11088355763604447,0.04066705675833821,0.27238150965476887,0.02047981275599766,0.06699824458747805,0.05558806319485079,0.43300175541252195
60002811038.0,2013,0.10352362742420104,0.03714832013111172,0.2682327232996449,0.02157880360557225,0.08303742146954383,0.00518983884184649,0.48128926522807974
60002811038.0,2015,0.11146222349899454,0.03648376903188739,0.2700373455903476,0.01580005745475438,0.10542947428899742,0.002872737719046251,0.4579143924159724
60002811038.0,2017,0.11121380160197165,0.035736290819470114,0.2664818237831177,0.01447935921133703,0.11460258780036968,0.0021565003080714724,0.4553296364756624
60002909685.0,2011,0.06866048862679022,0.03454085930918281,0.2594776748104465,0.005475989890480202,0.03327716933445661,0.0029486099410278013,0.5956192080876158
60002909685.0,2013,0.06822938467978233,0.04060276266220176,0.26287149434910007,0.0054416073670992045,0.03181247383842612,0.0016743407283382169,0.5893679363750524
60002909685.0,2015,0.06735751295336788,0.03387803905938621,0.27779992028696693,0.0039856516540454365,0.03387803905938621,0.0051813471502590676,0.5779194898365883
60002909685.0,2017,0.0558848433530906,0.029635901778154106,0.31202370872142254,0.0029635901778154107,0.04911092294665537,0.009314140558848433,0.5410668924640135
60002911249.0,2011,0.12319063751154913,0.07791807822605482,0.33477055743763473,0.004003695719125347,0.06405913150600555,0.006775485063135201,0.39113027409916845
60002911249.0,2013,0.11734104046242774,0.08179190751445087,0.3245664739884393,0.005491329479768786,0.06705202312138728,0.008092485549132947,0.39566473988439305
60002911249.0,2015,0.11769639362594353,0.07660050321498463,0.32401453732177804,0.0027956388034665923,0.07660050321498463,0.01118255521386637,0.39110986860497626
60002911249.0,2017,0.11404526987811955,0.08009286128845038,0.343006384213581,0.0017411491584445734,0.08502611723737667,0.0075449796865931515,0.3685432385374347
60002912289.0,2011,0.058123569794050346,0.06910755148741418,0.3533180778032037,0.005949656750572082,0.04988558352402746,0.005949656750572082,0.4576659038901602
60002912289.0,2013,0.056906837999082145,0.07755851307939422,0.35842129417163837,0.0073428178063331805,0.055530059660394676,0.0032124827902707664,0.44102799449288665
60002912289.0,2015,0.07319263583295914,0.0691513246519982,0.36147283340817243,0.0058374494836102376,0.05163897620116749,0.0058374494836102376,0.4328693309384823
60002912289.0,2017,0.07053422370617696,0.05676126878130217,0.3823038397328882,0.002086811352253756,0.07303839732888147,0.0037562604340567614,0.41151919866444076
60003109475.0,2013,0.13333333333333333,,0.26666666666666666,,0.13333333333333333,,0.4666666666666667
60003109475.0,2015,0.07692307692307693,,0.2692307692307692,,0.15384615384615385,,0.5
60003109475.0,2017,,,0.3333333333333333,,0.4166666666666667,0.08333333333333333,0.5
60003206330.0,2011,0.13145353455123113,0.09451945988880063,0.25178713264495634,0.003971405877680699,0.024225575853852262,0.013502779984114376,0.4805401111993646
60003206330.0,2013,0.13616855247756535,0.09754194303550527,0.24970737417089348,0.0015606710885680843,0.03199375731564573,0.01092469761997659,0.4721030042918455
60003206330.0,2015,0.1009843237331389,0.07692307692307693,0.24207072548304776,0.0036456434560699965,0.12942034269048486,0.008020415603353991,0.43893547211082756
60003206330.0,2017,0.09554794520547945,0.053767123287671234,0.24486301369863014,0.002054794520547945,0.14657534246575343,0.007876712328767124,0.44931506849315067
60003301258.0,2011,0.005891016200294551,0.036818851251840944,0.7039764359351989,0.0029455081001472753,0.010309278350515464,,0.24005891016200295
60003301258.0,2013,0.0030257186081694403,0.028744326777609682,0.7413010590015129,0.0030257186081694403,,,0.22390317700453857
60003301258.0,2015,0.0029850746268656717,0.023880597014925373,0.753731343283582,0.005970149253731343,0.0029850746268656717,0.0029850746268656717,0.20746268656716418
60003301258.0,2017,0.005925925925925926,0.034074074074074076,0.7822222222222223,0.0044444444444444444,0.005925925925925926,0.0044444444444444444,0.16296296296296298
60003405470.0,2011,0.025489033787788974,0.014819205690574985,0.3775933609958506,0.025489033787788974,0.007705986959098993,0.0023710729104919974,0.5465323058684054
60003405470.0,2013,0.037209302325581395,0.011046511627906977,0.413953488372093,0.012790697674418604,0.038953488372093024,0.002325581395348837,0.48372093023255813
60003405470.0,2015,0.028389339513325607,0.012746234067207415,0.4159907300115875,0.014484356894553883,0.009269988412514484,0.007531865585168019,0.5115874855156431
60003405470.0,2017,0.017008797653958945,0.011143695014662757,0.4504398826979472,0.011143695014662757,0.0093841642228739,0.008211143695014663,0.49266862170087977
60003507903.0,2011,0.005961251862891207,0.005961251862891207,0.9269746646795827,0.005961251862891207,,,0.05514157973174367
60003507903.0,2013,0.0026845637583892616,0.0026845637583892616,0.9395973154362416,0.0026845637583892616,,0.0026845637583892616,0.049664429530201344
60003507903.0,2015,0.0026666666666666666,0.0026666666666666666,0.9453333333333334,0.005333333333333333,,0.0026666666666666666,0.04133333333333333
60003507903.0,2017,0.0058309037900874635,,0.956268221574344,0.0029154518950437317,,,0.03498542274052478
60003603755.0,2011,0.10291734197730956,0.22447325769854132,0.5089141004862237,0.005672609400324149,0.029983792544570502,0.01539708265802269,0.1126418152350081
60003603755.0,2013,0.11781888997078871,0.1966893865628043,0.5413826679649465,0.006815968841285297,0.04186952288218111,0.01557935735150925,0.0798442064264849
60003603755.0,2015,0.10474308300395258,0.1966403162055336,0.5553359683794467,0.003952569169960474,0.0691699604743083,0.015810276679841896,0.05434782608695652
60003603755.0,2017,0.11370262390670553,0.19727891156462585,0.5490767735665695,0.008746355685131196,0.04081632653061224,0.011661807580174927,0.07871720116618076
60003607250.0,2011,0.19838945827232796,0.0841874084919473,0.21595900439238652,0.005124450951683748,0.1061493411420205,0.007320644216691069,0.3828696925329429
60003607250.0,2013,0.18768545994065283,0.07640949554896143,0.2344213649851632,0.00741839762611276,0.10534124629080119,0.0051928783382789315,0.3835311572700297
60003607250.0,2015,0.20706455542021923,0.07369062119366626,0.22350791717417784,0.004263093788063338,0.14129110840438489,0.004263093788063338,0.3459196102314251
60003607250.0,2017,0.23393739703459637,0.10269082921471719,0.24327292696320704,0.010982976386600769,0.04228445908841296,0.009335529928610654,0.357495881383855
60003611084.0,2011,0.2878989361702128,0.261968085106383,0.24601063829787234,0.014627659574468085,0.028590425531914893,0.018617021276595744,0.1422872340425532
60003611084.0,2013,0.2724850099933378,0.2524983344437042,0.25849433710859426,0.010659560293137908,0.046635576282478344,0.02465023317788141,0.1345769487008661
60003611084.0,2015,0.24084880636604775,0.24084880636604775,0.24244031830238727,0.005305039787798408,0.10875331564986737,0.0259946949602122,0.13580901856763924
60003611084.0,2017,0.2559354226020893,0.2331433998100665,0.254985754985755,0.004748338081671415,0.06837606837606838,0.028964862298195632,0.15384615384615385
60003611735.0,2011,0.2765072765072765,0.17671517671517672,0.2390852390852391,0.008316008316008316,0.033264033264033266,0.02079002079002079,0.24532224532224534
60003611735.0,2013,0.31675874769797424,0.15653775322283608,0.23388581952117865,,0.040515653775322284,0.007366482504604052,0.24493554327808473
60003611735.0,2015,0.39932885906040266,0.09228187919463088,0.24328859060402686,0.003355704697986577,0.03691275167785235,0.01174496644295302,0.21308724832214765
60003611735.0,2017,0.41518578352180935,0.07431340872374798,0.2762520193861066,0.0032310177705977385,0.045234248788368334,0.024232633279483037,0.16155088852988692
60003613189.0,2015,0.1264559068219634,0.15640599001663893,0.41098169717138106,0.011647254575707155,0.08652246256239601,0.011647254575707155,0.19633943427620631
60003613189.0,2017,0.13671875,0.140625,0.4401041666666667,0.006510416666666667,0.049479166666666664,0.015625,0.2109375
60003701551.0,2011,,,0.14728682170542637,0.07751937984496124,,,0.7751937984496124
60003701551.0,2013,0.013157894736842105,,0.10526315789473684,0.046052631578947366,,,0.8355263157894737
60003701551.0,2015,0.012195121951219513,,0.18902439024390244,0.024390243902439025,,,0.774390243902439
60003701551.0,2017,0.006024096385542169,,0.21084337349397592,0.024096385542168676,,,0.7590361445783133
60003801994.0,2011,,,,,,,1.0
60003801994.0,2013,,,,,,,1.0
60003801994.0,2015,,,,,,,1.0
60003801994.0,2017,,,0.07142857142857142,,0.07142857142857142,,0.8571428571428571
60003807500.0,2011,0.017783857729138167,0.025991792065663474,0.09575923392612859,0.11627906976744186,,,0.7441860465116279
60003807500.0,2013,0.0074850299401197605,0.03293413173652695,0.10479041916167664,0.10029940119760479,0.005988023952095809,0.005988023952095809,0.7425149700598802
60003807500.0,2015,0.0029806259314456036,0.014903129657228018,0.12220566318926974,0.05961251862891207,0.08196721311475409,0.005961251862891207,0.7123695976154992
60003807500.0,2017,0.006858710562414266,0.006858710562414266,0.13854595336076816,0.03017832647462277,0.12757201646090535,0.0027434842249657062,0.6886145404663924
60003907540.0,2011,0.03943661971830986,0.009859154929577466,0.8507042253521127,0.0028169014084507044,,0.007042253521126761,0.09014084507042254
60003907540.0,2013,0.04403409090909091,0.005681818181818182,0.8622159090909091,,,0.005681818181818182,0.08238636363636363
60003907540.0,2015,0.045033112582781455,0.005298013245033113,0.8794701986754967,,0.0026490066225165563,0.0026490066225165563,0.06490066225165562
60003907540.0,2017,0.03866666666666667,0.008,0.8893333333333333,,0.004,0.004,0.06133333333333333
60004005120.0,2011,0.013059701492537313,0.009328358208955223,0.7966417910447762,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.16977611940298507
60004005120.0,2013,0.007707129094412331,0.009633911368015413,0.8342967244701349,0.0038535645472061657,,0.0038535645472061657,0.14065510597302505
60004005120.0,2015,0.0071301247771836,0.0071301247771836,0.8253119429590018,0.0071301247771836,0.0035650623885918,0.0035650623885918,0.14616755793226383
60004005120.0,2017,0.0036036036036036037,0.007207207207207207,0.8288288288288288,0.007207207207207207,0.0018018018018018018,0.009009009009009009,0.14234234234234233
60004205341.0,2011,0.047619047619047616,0.047619047619047616,0.36904761904761907,0.2261904761904762,0.047619047619047616,,0.2619047619047619
60004205341.0,2013,0.044444444444444446,0.044444444444444446,0.3111111111111111,0.2777777777777778,0.044444444444444446,,0.2777777777777778
60004205341.0,2015,,0.020202020202020204,0.3434343434343434,0.2828282828282828,0.020202020202020204,0.020202020202020204,0.31313131313131315
60004213918.0,2017,0.04231027535258563,0.0167897918065816,0.30020147750167897,0.0020147750167897917,0.1786433848220282,,0.4600402955003358
60004402140.0,2011,0.007102272727272727,0.005681818181818182,0.5170454545454546,0.009943181818181818,0.005681818181818182,0.005681818181818182,0.44886363636363635
60004402140.0,2013,0.0112,0.0064,0.5584,0.0064,0.0032,,0.4144
60004402140.0,2015,0.02576489533011272,0.00644122383252818,0.5523349436392915,0.00644122383252818,0.011272141706924315,,0.3977455716586151
60004402140.0,2017,0.0162748643761302,0.009041591320072333,0.5479204339963833,0.003616636528028933,0.014466546112115732,,0.40867992766726946
60004507090.0,2011,0.032210834553440704,0.01903367496339678,0.5329428989751098,0.005856515373352855,0.005856515373352855,0.0029282576866764276,0.4011713030746706
60004507090.0,2015,0.0334855403348554,0.0030441400304414,0.5859969558599696,0.0060882800608828,0.0060882800608828,0.0030441400304414,0.3622526636225266
60004507090.0,2017,0.02920723226703755,0.005563282336578581,0.5827538247566064,0.004172461752433936,0.008344923504867872,0.005563282336578581,0.36856745479833103
60004607183.0,2011,0.013192612137203167,0.005277044854881266,0.9353562005277045,,0.002638522427440633,0.002638522427440633,0.040897097625329816
60004607183.0,2013,0.0053475935828877,0.0053475935828877,0.9518716577540107,,0.00267379679144385,0.0053475935828877,0.029411764705882353
60004607183.0,2015,0.009433962264150943,0.005390835579514825,0.9555256064690026,0.0026954177897574125,0.0026954177897574125,0.0026954177897574125,0.0215633423180593
60004607183.0,2017,0.007662835249042145,0.001277139208173691,0.9604086845466155,0.005108556832694764,0.001277139208173691,,0.024265644955300127
60004707371.0,2011,0.18340807174887894,0.08385650224215246,0.4672645739910314,0.004484304932735426,0.01390134529147982,0.02780269058295964,0.23318385650224216
60004707371.0,2013,0.16248794599807137,0.08148505303760849,0.5081967213114754,0.0048216007714561235,0.0351976856316297,0.010607521697203472,0.19720347155255544
60004707371.0,2015,0.1597254004576659,0.08009153318077804,0.5208237986270023,0.007322654462242563,0.043020594965675056,0.011441647597254004,0.17757437070938215
60004707371.0,2017,0.173974540311174,0.07402168788307402,0.5341819896275342,0.0023573785950023575,0.030645921735030647,0.013201320132013201,0.1716171617161716
60004707380.0,2011,0.12161471640265713,0.0633622892181911,0.36075625958099133,0.005109862033725089,0.02350536535513541,0.006642820643842616,0.4190086867654573
60004707380.0,2013,0.11586538461538462,0.0625,0.4014423076923077,0.004807692307692308,0.035096153846153846,0.0033653846153846156,0.3769230769230769
60004707380.0,2015,0.13187325256290774,0.056383970177073625,0.42264678471575023,0.0032618825722274,0.04100652376514446,0.004659832246039142,0.3401677539608574
60004707380.0,2017,0.1519047619047619,0.047142857142857146,0.44904761904761903,0.004285714285714286,0.03380952380952381,0.004761904761904762,0.30904761904761907
60004712372.0,2011,0.23855544252288913,0.09206510681586978,0.2950152594099695,0.009664292980671414,0.05239064089521872,0.05849440488301119,0.2950152594099695
60004712372.0,2013,0.2565396971087655,0.08581918311151905,0.3102340523175769,0.005966039467645709,0.07342817806333181,0.010096374483708122,0.25791647544745294
60004712372.0,2015,0.2555831265508685,0.0750620347394541,0.3225806451612903,0.004342431761786601,0.06761786600496278,0.00620347394540943,0.2686104218362283
60004712372.0,2017,0.25389302640487477,0.08530805687203792,0.34800270819228163,0.002708192281651997,0.04739336492890995,0.010155721056194989,0.2525389302640487
60004807404.0,2011,0.01687344913151365,0.0228287841191067,0.3935483870967742,0.009429280397022333,0.01687344913151365,0.0024813895781637717,0.5379652605459057
