,crdc_id,year,ncessch,leaid,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,instructional_aides_fte,support_fte,administration_fte
2716,061353001546,2011,061353001546,0613530,557585.0,826183.0,574734.0,,,,10115.0,,,
2717,061353005258,2011,061353005258,0613530,289578.0,339131.0,289578.0,,,,7456.0,,,
2718,061371001552,2011,061371001552,0613710,72621.0,186550.0,106864.0,,,,233850.0,,,
2719,061371012613,2011,061371012613,0613710,120640.0,226105.0,120640.0,,,,173015.0,,,
2720,061374001553,2011,061374001553,0613740,398414.0,565356.0,398414.0,,,,349160.0,,,
2721,061380001554,2011,061380001554,0613800,1760016.0,2353505.0,1879502.0,,,,197014.0,,,
2722,061380001555,2011,061380001555,0613800,2245705.0,3108362.0,2326619.0,,,,603891.0,,,
2723,061380001556,2011,061380001556,0613800,684033.0,932615.0,760609.0,,,,129426.0,,,
2724,061380001557,2011,061380001557,0613800,1200448.0,1464801.0,1290942.0,,,,149149.0,,,
2725,061380001558,2011,061380001558,0613800,1236964.0,1499523.0,1309517.0,,,,103301.0,,,
2726,061380007710,2011,061380007710,0613800,244341.0,397636.0,253332.0,,,,29617.0,,,
2727,061380011538,2011,061380011538,0613800,1520706.0,1792237.0,1609973.0,,,,127909.0,,,
2728,061380099999,2011,061380012893,0613800,139655.0,139655.0,139655.0,,,,5469.0,,,
2729,061384001559,2011,061384001559,0613840,976793.0,1180666.0,976793.0,,,,1094786.0,,,
2730,061384001560,2011,061384001560,0613840,118521.0,118521.0,118521.0,,,,43721.0,,,
2731,061384001561,2011,061384001561,0613840,2233643.0,2650037.0,2233643.0,,,,1094786.0,,,
2732,061384001562,2011,061384001562,0613840,1601242.0,1937411.0,1601242.0,,,,1094786.0,,,
2733,061384001563,2011,061384001563,0613840,2440941.0,2748862.0,2440941.0,,,,1094786.0,,,
2734,061384099999,2011,061384012917,0613840,37980.0,37980.0,37980.0,,,,43721.0,,,
2735,061386001564,2011,061386001564,0613860,102702.0,202784.0,172528.0,,,,117498.0,,,
2736,061389001565,2011,061389001565,0613890,1128599.0,1946276.0,1360213.0,,,,131527.0,,,
2737,061389001567,2011,061389001567,0613890,946733.0,1567926.0,1157372.0,,,,121781.0,,,
2738,061389001568,2011,061389001568,0613890,4645331.0,8455895.0,5975161.0,,,,6918819.0,,,
2739,061389001569,2011,061389001569,0613890,1337320.0,2412250.0,1636034.0,,,,135622.0,,,
2740,061389001570,2011,061389001570,0613890,5093677.0,8676959.0,6517267.0,,,,952446.0,,,
2741,061389001571,2011,061389001571,0613890,3243341.0,5374524.0,4119344.0,,,,383423.0,,,
2742,061389001572,2011,061389001572,0613890,1046731.0,1783653.0,1281007.0,,,,121338.0,,,
2743,061389001573,2011,061389001573,0613890,608667.0,1178012.0,763987.0,,,,101519.0,,,
2744,061389001576,2011,061389001576,0613890,2308211.0,4226610.0,2968395.0,,,,266013.0,,,
2745,061389001577,2011,061389001577,0613890,2085824.0,3960251.0,2666065.0,,,,291622.0,,,
2746,061389001578,2011,061389001578,0613890,1156265.0,2014280.0,1401572.0,,,,170934.0,,,
2747,061389001580,2011,061389001580,0613890,925916.0,1589931.0,1141618.0,,,,75483.0,,,
2748,061389001581,2011,061389001581,0613890,983053.0,1677651.0,1203899.0,,,,213300.0,,,
2749,061389001583,2011,061389001583,0613890,1297546.0,2140312.0,1544145.0,,,,138753.0,,,
2750,061389001584,2011,061389001584,0613890,1597620.0,2606186.0,1931642.0,,,,376873.0,,,
2751,061389005019,2011,061389005019,0613890,1560738.0,2692796.0,1896274.0,,,,211259.0,,,
2752,061389007609,2011,061389007609,0613890,324280.0,951231.0,432210.0,,,,67798.0,,,
2753,061389007611,2011,061389007611,0613890,1759955.0,2954740.0,2117775.0,,,,181379.0,,,
2754,061389008280,2011,061389008280,0613890,319949.0,693906.0,420933.0,,,,31432.0,,,
2755,061389008574,2011,061389008574,0613890,139010.0,303702.0,167593.0,,,,64544.0,,,
2756,061389008575,2011,061389008575,0613890,1129840.0,1902554.0,1342116.0,,,,473913.0,,,
2757,061389008576,2011,061389008576,0613890,0.0,0.0,0.0,,,,0.0,,,
2758,061389008577,2011,061389008577,0613890,3405357.0,5802622.0,4322876.0,,,,340380.0,,,
2759,061389009135,2011,061389009135,0613890,1010551.0,1719241.0,1242089.0,,,,142507.0,,,
2760,061389009542,2011,061389009542,0613890,1342576.0,2212769.0,1616490.0,,,,348457.0,,,
2761,061389009821,2011,061389009821,0613890,598325.0,1049498.0,800301.0,,,,78409.0,,,
2762,061389010294,2011,061389010294,0613890,1474091.0,2408405.0,1785018.0,,,,139248.0,,,
2763,061389010355,2011,061389010355,0613890,1749379.0,2783323.0,2122347.0,,,,170666.0,,,
2764,061389011068,2011,061389011068,0613890,329564.0,490119.0,381427.0,,,,304084.0,,,
2765,061389011205,2011,061389011205,0613890,1772541.0,2855917.0,2146512.0,,,,199379.0,,,
2766,061389011729,2011,061389011729,0613890,1246509.0,2471701.0,1513387.0,,,,116828.0,,,
2767,061389011932,2011,061389011932,0613890,3628924.0,6272276.0,4569981.0,,,,823682.0,,,
2768,061389011989,2011,061389011989,0613890,1597134.0,2853932.0,1935657.0,,,,347523.0,,,
2769,061392001123,2011,061392001123,0613920,1709101.0,1994780.0,1713082.0,,,,70209.0,,,
2770,061392001124,2011,061392001124,0613920,1471403.0,1742670.0,1478743.0,,,,101194.0,,,
2771,061392001585,2011,061392001585,0613920,3908934.0,4582488.0,3932676.0,,,,171252.0,,,
2772,061392001586,2011,061392001586,0613920,1315219.0,1613976.0,1316302.0,,,,151063.0,,,
2773,061392001587,2011,061392001587,0613920,1983764.0,2291475.0,1983764.0,,,,118829.0,,,
2774,061392001589,2011,061392001589,0613920,7958138.0,10011050.0,8095710.0,,,,540115.0,,,
2775,061392001590,2011,061392001590,0613920,3344831.0,4017919.0,3400403.0,,,,124225.0,,,
2776,061392001591,2011,061392001591,0613920,1481001.0,1748914.0,1481001.0,,,,198127.0,,,
2777,061392001593,2011,061392001593,0613920,1453883.0,1878739.0,1536061.0,,,,70424.0,,,
2778,061392001594,2011,061392001594,0613920,1676047.0,2048114.0,1750308.0,,,,176322.0,,,
2779,061392001595,2011,061392001595,0613920,1628654.0,1949934.0,1683110.0,,,,91578.0,,,
2780,061392001596,2011,061392001596,0613920,2104999.0,2688978.0,2181782.0,,,,125078.0,,,
2781,061392001597,2011,061392001597,0613920,2357056.0,2819240.0,2357056.0,,,,215926.0,,,
2782,061392001598,2011,061392001598,0613920,1662901.0,2058008.0,1662901.0,,,,107562.0,,,
2783,061392001600,2011,061392001600,0613920,1735237.0,2075214.0,1735237.0,,,,112493.0,,,
2784,061392001601,2011,061392001601,0613920,1574538.0,1990756.0,1632172.0,,,,39920.0,,,
2785,061392001602,2011,061392001602,0613920,3093119.0,3777687.0,3123583.0,,,,197105.0,,,
2786,061392001603,2011,061392001603,0613920,1759530.0,2074950.0,1800016.0,,,,127952.0,,,
2787,061392001604,2011,061392001604,0613920,1403514.0,1730642.0,1403683.0,,,,121749.0,,,
2788,061392002600,2011,061392002600,0613920,1194864.0,1455468.0,1194864.0,,,,130991.0,,,
2789,061392006402,2011,061392006402,0613920,2903267.0,3539641.0,2930348.0,,,,285727.0,,,
2790,061392007265,2011,061392007265,0613920,1703459.0,1998442.0,1716137.0,,,,120538.0,,,
2791,061392007718,2011,061392007718,0613920,1725147.0,2007220.0,1725147.0,,,,72697.0,,,
2792,061392008290,2011,061392008290,0613920,5843188.0,7630810.0,6033839.0,,,,466974.0,,,
2793,061392008291,2011,061392008291,0613920,2066551.0,2370891.0,2068914.0,,,,75137.0,,,
2794,061392009136,2011,061392009136,0613920,1305002.0,1585118.0,1305002.0,,,,63147.0,,,
2795,061392009137,2011,061392009137,0613920,2821878.0,3416669.0,2827825.0,,,,307247.0,,,
2796,061392009367,2011,061392009367,0613920,1449183.0,1918965.0,1449183.0,,,,28089.0,,,
2797,061392009543,2011,061392009543,0613920,1284690.0,1611885.0,1312333.0,,,,85985.0,,,
2798,061392009544,2011,061392009544,0613920,2457683.0,3107678.0,2471393.0,,,,142512.0,,,
2799,061392009545,2011,061392009545,0613920,1462592.0,1764311.0,1470373.0,,,,113614.0,,,
2800,061392009546,2011,061392009546,0613920,1484159.0,1758625.0,1487212.0,,,,72294.0,,,
2801,061392010301,2011,061392010301,0613920,6787899.0,8715378.0,6990289.0,,,,475433.0,,,
2802,061392010362,2011,061392010362,0613920,967837.0,1270484.0,967837.0,,,,47699.0,,,
2803,061392010611,2011,061392010611,0613920,1763151.0,2039309.0,1764082.0,,,,37223.0,,,
2804,061392010612,2011,061392010612,0613920,1719416.0,1995165.0,1719416.0,,,,99408.0,,,
2805,061392011096,2011,061392011096,0613920,3236805.0,3873162.0,3257252.0,,,,122124.0,,,
2806,061392011097,2011,061392011097,0613920,1587425.0,1914140.0,1587425.0,,,,81310.0,,,
2807,061392011099,2011,061392011099,0613920,5577966.0,7419744.0,5742154.0,,,,499897.0,,,
2808,061392011362,2011,061392011362,0613920,1513736.0,1786723.0,1513736.0,,,,114848.0,,,
2809,061392011837,2011,061392011837,0613920,1767035.0,2196527.0,1826977.0,,,,145440.0,,,
2810,061392011962,2011,061392011962,0613920,1259201.0,1572419.0,1259201.0,,,,110933.0,,,
2811,061392012517,2011,061392012517,0613920,3765046.0,5252735.0,3897118.0,,,,265963.0,,,
2812,061398001605,2011,061398001605,0613980,555817.0,628862.0,562542.0,,,,66320.0,,,
2813,061398009368,2011,061398009368,0613980,602509.0,766168.0,605417.0,,,,160751.0,,,
2814,061398012646,2011,061398012646,0613980,62243.0,62243.0,62243.0,,,,1000.0,,,
2815,061401001606,2011,061401001606,0614010,417133.0,973725.0,619835.0,,,,668171.0,,,
2816,061401012023,2011,061401012023,0614010,915324.0,1239302.0,915323.0,,,,230434.0,,,
2817,061404001607,2011,061404001607,0614040,34180.0,79417.0,49460.0,,,,108699.0,,,
2818,061407000660,2011,061407000660,0614070,109500.0,201928.0,112500.0,,,,6921.0,,,
2819,061407001608,2011,061407001608,0614070,933880.0,1183559.0,1027003.0,,,,67306.0,,,
2820,061407001609,2011,061407001609,0614070,1027224.0,1389079.0,1073280.0,,,,83094.0,,,
2821,061407001610,2011,061407001610,0614070,1259234.0,1764931.0,1332815.0,,,,103434.0,,,
2822,061407001614,2011,061407001614,0614070,1190559.0,1498254.0,1330436.0,,,,100010.0,,,
2823,061407008163,2011,061407008163,0614070,78330.0,114383.0,81741.0,,,,2280.0,,,
2824,061407008734,2011,061407008734,0614070,22909.0,80581.0,51626.0,,,,7659.0,,,
2825,061407012818,2011,061407012818,0614070,40667.0,117270.0,95546.0,,,,21724.0,,,
2826,061413001616,2011,061413001616,0614130,89839.0,235903.0,159537.0,,,,111056.0,,,
2827,061416001617,2011,061416001617,0614160,755790.0,1830800.0,755790.0,,,,176968.0,,,
2828,061416001618,2011,061416001618,0614160,1084140.0,1294650.0,1084140.0,,,,210510.0,,,
2829,061419001619,2011,061419001619,0614190,187389.0,283732.0,222571.0,,,,36494.0,,,
2830,061419001620,2011,061419001620,0614190,1827702.0,2469697.0,1862681.0,,,,318337.0,,,
2831,061419010801,2011,061419010801,0614190,545824.0,755580.0,632458.0,,,,102851.0,,,
2832,061422001622,2011,061422001622,0614220,1456220.0,1700352.0,1485281.0,,,,76219.0,,,
2833,061422001623,2011,061422001623,0614220,1898386.0,2185418.0,1942175.0,,,,29964.0,,,
2834,061422001625,2011,061422001625,0614220,1943146.0,2297520.0,1952544.0,,,,31977.0,,,
2835,061422001626,2011,061422001626,0614220,1337704.0,1583134.0,1368282.0,,,,30715.0,,,
2836,061422001628,2011,061422001628,0614220,1976731.0,2360059.0,1989680.0,,,,33344.0,,,
2837,061422001630,2011,061422001630,0614220,960183.0,1199638.0,999787.0,,,,16721.0,,,
2838,061422001632,2011,061422001632,0614220,965940.0,1200538.0,983752.0,,,,19542.0,,,
2839,061422001633,2011,061422001633,0614220,1040725.0,1283558.0,1063587.0,,,,74613.0,,,
2840,061422001634,2011,061422001634,0614220,1212540.0,1534796.0,1222517.0,,,,81965.0,,,
2841,061422001635,2011,061422001635,0614220,1417376.0,1685042.0,1469204.0,,,,29482.0,,,
2842,061422099999,2011,061422001629,0614220,1134270.0,1381240.0,1164121.0,,,,23878.0,,,
2843,061425001637,2011,061425001637,0614250,61387.0,95913.0,73854.0,,,,11195.0,,,
2844,061425001638,2011,061425001638,0614250,2149863.0,3355679.0,2583919.0,,,,391681.0,,,
2845,061425001639,2011,061425001639,0614250,998057.0,1557900.0,1199605.0,,,,181841.0,,,
2846,061425001640,2011,061425001640,0614250,535680.0,836055.0,643774.0,,,,97586.0,,,
2847,061425001641,2011,061425001641,0614250,1101140.0,1718508.0,1323275.0,,,,200587.0,,,
2848,061425007496,2011,061425007496,0614250,1295289.0,2021409.0,1556513.0,,,,235943.0,,,
2849,061425010773,2011,061425010773,0614250,115332.0,180199.0,115332.0,,,,1696.0,,,
2850,061425012543,2011,061425012543,0614250,45032.0,56220.0,45032.0,,,,1696.0,,,
2851,061434001642,2011,061434001642,0614340,1338296.0,1820801.0,1338296.0,,,,595420.0,,,
2852,061437001643,2011,061437001643,0614370,1844947.0,2419656.0,1844947.0,,,,144309.0,,,
2853,061437001644,2011,061437001644,0614370,2268671.0,2603125.0,2268671.0,,,,153600.0,,,
2854,061437001645,2011,061437001645,0614370,1347060.0,1622856.0,1347060.0,,,,61457.0,,,
2855,061437001646,2011,061437001646,0614370,1783146.0,2085011.0,1783146.0,,,,131000.0,,,
2856,061437001647,2011,061437001647,0614370,1674245.0,2021396.0,1686173.0,,,,83277.0,,,
2857,061437001648,2011,061437001648,0614370,1285740.0,1564428.0,1300752.0,,,,83691.0,,,
2858,061437001649,2011,061437001649,0614370,1213227.0,1526856.0,1213227.0,,,,97510.0,,,
2859,061437001650,2011,061437001650,0614370,1114445.0,1363329.0,1127952.0,,,,131914.0,,,
2860,061437001651,2011,061437001651,0614370,1681168.0,1995452.0,1693295.0,,,,62518.0,,,
2861,061437001652,2011,061437001652,0614370,1757620.0,2049936.0,1774444.0,,,,98745.0,,,
2862,061437001653,2011,061437001653,0614370,2424576.0,3014497.0,2424576.0,,,,124838.0,,,
2863,061437008352,2011,061437008352,0614370,2390879.0,2776416.0,2390879.0,,,,115989.0,,,
2864,061437008840,2011,061437008840,0614370,1731973.0,2041159.0,1731973.0,,,,70023.0,,,
2865,061437009827,2011,061437009827,0614370,1752803.0,2048016.0,1778538.0,,,,89360.0,,,
2866,061437011452,2011,061437011452,0614370,1137938.0,1356220.0,1137938.0,,,,92834.0,,,
2867,061437011795,2011,061437011795,0614370,878638.0,1089763.0,890765.0,,,,77502.0,,,
2868,061437012639,2011,061437012639,0614370,388480.0,686967.0,453125.0,,,,634376.0,,,
2869,061440000488,2011,061440000488,0614400,2648550.0,2924554.0,2648550.0,,,,194297.0,,,
2870,061440001654,2011,061440001654,0614400,5366509.0,6873166.0,5424231.0,,,,360389.0,,,
2871,061440001655,2011,061440001655,0614400,1171403.0,1406965.0,1186560.0,,,,74825.0,,,
2872,061440001656,2011,061440001656,0614400,1721628.0,1979963.0,1744485.0,,,,65810.0,,,
2873,061440001657,2011,061440001657,0614400,2031833.0,2303915.0,2041386.0,,,,114386.0,,,
2874,061440001658,2011,061440001658,0614400,1480319.0,1717902.0,1481274.0,,,,60903.0,,,
2875,061440001659,2011,061440001659,0614400,1229816.0,1460010.0,1231557.0,,,,52957.0,,,
2876,061440001660,2011,061440001660,0614400,2560031.0,3142972.0,2593169.0,,,,158201.0,,,
2877,061440001661,2011,061440001661,0614400,2258422.0,2551075.0,2294199.0,,,,63836.0,,,
2878,061440001662,2011,061440001662,0614400,1153263.0,1382640.0,1153716.0,,,,56074.0,,,
2879,061440001663,2011,061440001663,0614400,1775896.0,2013348.0,1776478.0,,,,103143.0,,,
2880,061440001664,2011,061440001664,0614400,2326270.0,2644564.0,2333515.0,,,,201998.0,,,
2881,061440001665,2011,061440001665,0614400,1106147.0,1311882.0,1106167.0,,,,95459.0,,,
2882,061440001666,2011,061440001666,0614400,1211357.0,1433358.0,1220308.0,,,,53918.0,,,
2883,061440001668,2011,061440001668,0614400,1320055.0,1550072.0,1320706.0,,,,82939.0,,,
2884,061440001669,2011,061440001669,0614400,3143796.0,3720112.0,3144369.0,,,,189380.0,,,
2885,061440001670,2011,061440001670,0614400,2778714.0,3331459.0,2778955.0,,,,191159.0,,,
2886,061440001671,2011,061440001671,0614400,5549346.0,7137680.0,5665971.0,,,,320481.0,,,
2887,061440001672,2011,061440001672,0614400,4027568.0,7137680.0,4055629.0,,,,316827.0,,,
2888,061440001673,2011,061440001673,0614400,2202224.0,2420096.0,2202224.0,,,,157206.0,,,
2889,061440001674,2011,061440001674,0614400,1681173.0,1919470.0,1681318.0,,,,49351.0,,,
2890,061440001675,2011,061440001675,0614400,1574876.0,1792264.0,1577354.0,,,,87650.0,,,
2891,061440001676,2011,061440001676,0614400,1707711.0,1960523.0,1713788.0,,,,108629.0,,,
2892,061440001677,2011,061440001677,0614400,1917013.0,2182060.0,1917013.0,,,,91582.0,,,
2893,061440001678,2011,061440001678,0614400,6398543.0,7981703.0,6414931.0,,,,387966.0,,,
2894,061440001679,2011,061440001679,0614400,2060843.0,2336343.0,2061313.0,,,,93034.0,,,
2895,061440001680,2011,061440001680,0614400,1644339.0,1886022.0,1644339.0,,,,149155.0,,,
2896,061440001683,2011,061440001683,0614400,1792777.0,2027723.0,1803098.0,,,,145930.0,,,
2897,061440001684,2011,061440001684,0614400,2549769.0,2821572.0,2549769.0,,,,183213.0,,,
2898,061440001685,2011,061440001685,0614400,1640403.0,1876747.0,1649280.0,,,,140430.0,,,
2899,061440001686,2011,061440001686,0614400,1285547.0,2186098.0,1318049.0,,,,46087.0,,,
2900,061440001687,2011,061440001687,0614400,2925249.0,3513865.0,2925339.0,,,,114166.0,,,
2901,061440001688,2011,061440001688,0614400,1527863.0,1785831.0,1552547.0,,,,102101.0,,,
2902,061440001689,2011,061440001689,0614400,2094083.0,2632560.0,2094641.0,,,,70862.0,,,
2903,061440001690,2011,061440001690,0614400,2473900.0,2752536.0,2479088.0,,,,272382.0,,,
2904,061440001691,2011,061440001691,0614400,2385658.0,2693093.0,2385873.0,,,,136250.0,,,
2905,061440001692,2011,061440001692,0614400,5576687.0,7105328.0,5593482.0,,,,220765.0,,,
2906,061440007479,2011,061440007479,0614400,853174.0,1046807.0,855149.0,,,,282275.0,,,
2907,061440008138,2011,061440008138,0614400,2616181.0,2916302.0,2631573.0,,,,124449.0,,,
2908,061440009139,2011,061440009139,0614400,2236323.0,2456094.0,2236485.0,,,,128731.0,,,
2909,061440009369,2011,061440009369,0614400,309241.0,371918.0,309241.0,,,,8730.0,,,
2910,061440099998,2011,,,1422.0,1749.0,1749.0,,,,227.0,,,
2911,061443001695,2011,061443001695,0614430,4924063.0,8113651.0,7350770.0,,,,1725433.0,,,
2912,061443001696,2011,061443001696,0614430,5488158.0,8890026.0,8127287.0,,,,1983795.0,,,
2913,061443001697,2011,061443001697,0614430,6584016.0,9923746.0,9145004.0,,,,1986802.0,,,
2914,061443001698,2011,061443001698,0614430,5078474.0,8037980.0,7254942.0,,,,1698600.0,,,
2915,061443001699,2011,061443001699,0614430,7014850.0,10170081.0,9407217.0,,,,1726570.0,,,
2916,061443008353,2011,061443008353,0614430,308422.0,438189.0,437428.0,,,,36813.0,,,
2917,061449001701,2011,061449001701,0614490,20000.0,131000.0,68671.0,,,,151024.0,,,
2918,061452001702,2011,061452001702,0614520,835203.0,1445980.0,1064492.0,,,,454835.0,,,
2919,061452007974,2011,061452007974,0614520,129240.0,171926.0,141878.0,,,,24307.0,,,
2920,061455001703,2011,061455001703,0614550,1808089.0,2286447.0,1906325.0,,,,155881.0,,,
2921,061455001704,2011,061455001704,0614550,1594399.0,2375627.0,1692472.0,,,,120857.0,,,
2922,061455001705,2011,061455001705,0614550,1518872.0,1909047.0,1584263.0,,,,38435.0,,,
2923,061455001706,2011,061455001706,0614550,1476016.0,1970122.0,1499409.0,,,,35709.0,,,
2924,061455001708,2011,061455001708,0614550,1809822.0,2236177.0,1876069.0,,,,92371.0,,,
2925,061455001711,2011,061455001711,0614550,5351053.0,7840191.0,5524356.0,,,,376056.0,,,
2926,061455001712,2011,061455001712,0614550,2058612.0,2604447.0,2147852.0,,,,246571.0,,,
2927,061455001713,2011,061455001713,0614550,1714403.0,2171114.0,1851006.0,,,,184746.0,,,
2928,061455001714,2011,061455001714,0614550,406338.0,730944.0,421076.0,,,,80745.0,,,
2929,061455001715,2011,061455001715,0614550,1805708.0,2158612.0,1839583.0,,,,76238.0,,,
2930,061455001716,2011,061455001716,0614550,1510505.0,1959946.0,1559298.0,,,,294461.0,,,
2931,061455001717,2011,061455001717,0614550,1537075.0,2202232.0,1616187.0,,,,100949.0,,,
2932,061455001719,2011,061455001719,0614550,1478849.0,1929369.0,1525920.0,,,,95566.0,,,
2933,061455001720,2011,061455001720,0614550,939496.0,1479792.0,954200.0,,,,118995.0,,,
2934,061455001721,2011,061455001721,0614550,1425932.0,1862276.0,1512610.0,,,,109483.0,,,
2935,061455001722,2011,061455001722,0614550,991665.0,1315800.0,1052698.0,,,,35580.0,,,
2936,061455001723,2011,061455001723,0614550,4337584.0,6178292.0,4468223.0,,,,415176.0,,,
2937,061455001724,2011,061455001724,0614550,1462161.0,1853797.0,1500165.0,,,,80437.0,,,
2938,061455001725,2011,061455001725,0614550,1662956.0,2110455.0,1705391.0,,,,89458.0,,,
2939,061455001728,2011,061455001728,0614550,1067312.0,1427494.0,1112903.0,,,,101679.0,,,
2940,061455001730,2011,061455001730,0614550,6030853.0,8636598.0,6363650.0,,,,581662.0,,,
2941,061455001731,2011,061455001731,0614550,2090190.0,2765161.0,2137663.0,,,,64725.0,,,
2942,061455001732,2011,061455001732,0614550,1268158.0,1584846.0,1288534.0,,,,43931.0,,,
2943,061455001735,2011,061455001735,0614550,1168769.0,1555149.0,1231293.0,,,,62622.0,,,
2944,061455001737,2011,061455001737,0614550,3622738.0,5397711.0,3808548.0,,,,344095.0,,,
2945,061455001738,2011,061455001738,0614550,1085560.0,1455286.0,1131258.0,,,,92538.0,,,
2946,061455001739,2011,061455001739,0614550,1194216.0,1625489.0,1266946.0,,,,117408.0,,,
2947,061455001741,2011,061455001741,0614550,1083310.0,1409451.0,1159919.0,,,,57271.0,,,
2948,061455001742,2011,061455001742,0614550,1110637.0,1480700.0,1151575.0,,,,107631.0,,,
2949,061455001743,2011,061455001743,0614550,899664.0,1313681.0,925211.0,,,,136660.0,,,
2950,061455001744,2011,061455001744,0614550,2720016.0,3469934.0,2808160.0,,,,121816.0,,,
2951,061455001745,2011,061455001745,0614550,728539.0,1053407.0,751561.0,,,,96634.0,,,
2952,061455001746,2011,061455001746,0614550,1302816.0,1620895.0,1333231.0,,,,86982.0,,,
2953,061455001747,2011,061455001747,0614550,1724411.0,2230935.0,1871560.0,,,,101579.0,,,
2954,061455001748,2011,061455001748,0614550,1069365.0,1533468.0,1153744.0,,,,107451.0,,,
2955,061455001749,2011,061455001749,0614550,1188640.0,1561332.0,1263831.0,,,,99938.0,,,
2956,061455001750,2011,061455001750,0614550,950468.0,1351608.0,1016799.0,,,,41372.0,,,
2957,061455001751,2011,061455001751,0614550,1686557.0,2102489.0,1755816.0,,,,71214.0,,,
2958,061455001752,2011,061455001752,0614550,951503.0,1288656.0,979002.0,,,,61507.0,,,
2959,061455001754,2011,061455001754,0614550,4556131.0,6806716.0,4740813.0,,,,509592.0,,,
2960,061455001755,2011,061455001755,0614550,1331682.0,1724503.0,1424907.0,,,,106653.0,,,
2961,061455001756,2011,061455001756,0614550,1902567.0,2429579.0,2009609.0,,,,160711.0,,,
2962,061455001758,2011,061455001758,0614550,1071236.0,1525702.0,1153390.0,,,,79895.0,,,
2963,061455001759,2011,061455001759,0614550,1574783.0,2013034.0,1639894.0,,,,125319.0,,,
2964,061455001760,2011,061455001760,0614550,1015465.0,1400930.0,1053321.0,,,,76344.0,,,
2965,061455001761,2011,061455001761,0614550,1548627.0,2002231.0,1616081.0,,,,116204.0,,,
2966,061455001762,2011,061455001762,0614550,5798215.0,8610393.0,6348837.0,,,,644597.0,,,
2967,061455001763,2011,061455001763,0614550,1910808.0,2471776.0,1990036.0,,,,177732.0,,,
2968,061455001764,2011,061455001764,0614550,1557241.0,2208241.0,1617309.0,,,,55685.0,,,
2969,061455001765,2011,061455001765,0614550,2509236.0,3488593.0,2669434.0,,,,157597.0,,,
2970,061455001767,2011,061455001767,0614550,1609535.0,2008255.0,1660982.0,,,,106486.0,,,
2971,061455001768,2011,061455001768,0614550,1037611.0,1458236.0,1086084.0,,,,66953.0,,,
2972,061455001769,2011,061455001769,0614550,608410.0,891276.0,654679.0,,,,25768.0,,,
2973,061455001770,2011,061455001770,0614550,1392058.0,2076284.0,1470820.0,,,,93940.0,,,
2974,061455001771,2011,061455001771,0614550,2339102.0,3279026.0,2407810.0,,,,82447.0,,,
2975,061455001772,2011,061455001772,0614550,1435615.0,1927360.0,1523325.0,,,,90578.0,,,
2976,061455001773,2011,061455001773,0614550,1844464.0,2484184.0,1914288.0,,,,83306.0,,,
2977,061455001774,2011,061455001774,0614550,1504937.0,1902663.0,1561119.0,,,,98823.0,,,
2978,061455001775,2011,061455001775,0614550,1844624.0,2284388.0,1909220.0,,,,138105.0,,,
2979,061455001776,2011,061455001776,0614550,1636738.0,1972880.0,1663678.0,,,,139010.0,,,
2980,061455001777,2011,061455001777,0614550,2359946.0,3075628.0,2416756.0,,,,55134.0,,,
2981,061455001778,2011,061455001778,0614550,881800.0,1226105.0,913983.0,,,,159961.0,,,
2982,061455001779,2011,061455001779,0614550,1629851.0,2024066.0,1687681.0,,,,78408.0,,,
2983,061455001780,2011,061455001780,0614550,1727694.0,2184899.0,1812812.0,,,,52497.0,,,
2984,061455001781,2011,061455001781,0614550,1294449.0,1663417.0,1349926.0,,,,126707.0,,,
2985,061455001782,2011,061455001782,0614550,1304998.0,1674093.0,1329803.0,,,,73523.0,,,
2986,061455001783,2011,061455001783,0614550,1349028.0,2029993.0,1406449.0,,,,81692.0,,,
2987,061455001986,2011,061455001986,0614550,991863.0,1542002.0,1050301.0,,,,149983.0,,,
2988,061455003007,2011,061455003007,0614550,858032.0,1282061.0,921841.0,,,,80825.0,,,
2989,061455003010,2011,061455003010,0614550,1959644.0,2452175.0,2022023.0,,,,85739.0,,,
2990,061455003019,2011,061455003019,0614550,1747666.0,2191878.0,1783844.0,,,,145699.0,,,
2991,061455004484,2011,061455004484,0614550,1760070.0,2474336.0,1855318.0,,,,106747.0,,,
2992,061455005749,2011,061455005749,0614550,2628639.0,3215875.0,2664629.0,,,,320396.0,,,
2993,061455007285,2011,061455007285,0614550,1423562.0,1811011.0,1475741.0,,,,83867.0,,,
2994,061455007286,2011,061455007286,0614550,1106494.0,1499560.0,1151717.0,,,,29015.0,,,
2995,061455007720,2011,061455007720,0614550,1476584.0,2013260.0,1568691.0,,,,104299.0,,,
2996,061455007963,2011,061455007963,0614550,6187444.0,8569213.0,6419560.0,,,,1022146.0,,,
2997,061455007964,2011,061455007964,0614550,0.0,78695.0,618.0,,,,12594.0,,,
2998,061455007966,2011,061455007966,0614550,0.0,69917.0,1.0,,,,9035.0,,,
2999,061455008141,2011,061455008141,0614550,2158892.0,2768428.0,2338829.0,,,,74525.0,,,
3000,061455008470,2011,061455008470,0614550,1444672.0,1938326.0,1501338.0,,,,121530.0,,,
3001,061455008841,2011,061455008841,0614550,2404861.0,3429699.0,2472223.0,,,,304740.0,,,
3002,061455008842,2011,061455008842,0614550,1562043.0,1968800.0,1676007.0,,,,69926.0,,,
