,crdc_id,year,ncessch,leaid,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,counselors_fte,psychologists_fte,social_workers_fte,nurses_fte,security_guard_fte,law_enforcement_fte,law_enforcement_ind
1848,060903000906,2011,060903000906,0609030,85.0,85.18,,0.0,1.0,,,37.0,5.0,,,,,,
1849,060903000907,2011,060903000907,0609030,29.0,29.5,,0.0,1.0,,,20.0,,,,,,,
1850,060903000908,2011,060903000908,0609030,30.0,30.5,,0.0,0.0,,,9.0,,,,,,,
1851,060903000909,2011,060903000909,0609030,22.0,22.3,,0.0,1.0,,,11.0,,,,,,,
1852,060903000910,2011,060903000910,0609030,19.0,19.0,,0.0,0.0,,,8.0,3.0,,,,,,
1853,060903000911,2011,060903000911,0609030,25.0,25.0,,0.0,1.0,,,13.0,,,,,,,
1854,060903000913,2011,060903000913,0609030,27.0,27.5,,0.0,1.0,,,11.0,,,,,,,
1855,060903000914,2011,060903000914,0609030,27.0,27.69,,0.0,1.0,,,18.0,,,,,,,
1856,060903000915,2011,060903000915,0609030,20.0,20.0,,0.0,0.0,,,10.0,,,,,,,
1857,060903000916,2011,060903000916,0609030,18.0,18.0,,0.0,1.0,,,13.0,,,,,,,
1858,060903000917,2011,060903000917,0609030,26.0,26.0,,0.0,0.0,,,19.0,,,,,,,
1859,060903000918,2011,060903000918,0609030,28.0,28.6,,0.0,2.0,,,23.0,,,,,,,
1860,060903000919,2011,060903000919,0609030,23.0,23.7,,0.0,0.0,,,18.0,,,,,,,
1861,060903001982,2011,060903001982,0609030,33.0,33.0,,0.0,0.0,,,17.0,,,,,,,
1862,060903004482,2011,060903004482,0609030,27.0,27.5,,0.0,2.0,,,16.0,,,,,,,
1863,060903005744,2011,060903005744,0609030,25.0,25.5,,0.0,0.0,,,13.0,,,,,,,
1864,060903005747,2011,060903005747,0609030,22.0,22.0,,0.0,1.0,,,8.0,,,,,,,
1865,060903007959,2011,060903007959,0609030,82.0,82.61,,1.0,2.0,,,53.0,4.0,,,,,,
1866,060903007960,2011,060903007960,0609030,26.0,26.51,,0.0,2.0,,,22.0,,,,,,,
1867,060903007961,2011,060903007961,0609030,44.0,44.73,,1.0,1.0,,,22.0,,,,,,,
1868,060903008125,2011,060903008125,0609030,29.0,29.0,,0.0,2.0,,,16.0,,,,,,,
1869,060903008466,2011,060903008466,0609030,29.0,29.99,,0.0,0.0,,,21.0,,,,,,,
1870,060903008810,2011,060903008810,0609030,43.0,43.1,,0.0,0.0,,,25.0,,,,,,,
1871,060903008811,2011,060903008811,0609030,22.0,22.5,,1.0,0.0,,,6.0,,,,,,,
1872,060903009127,2011,060903009127,0609030,25.0,25.0,,0.0,0.0,,,12.0,,,,,,,
1873,060903009530,2011,060903009530,0609030,26.0,26.68,,0.0,1.0,,,19.0,,,,,,,
1874,060903009531,2011,060903009531,0609030,22.0,22.0,,0.0,1.0,,,13.0,,,,,,,
1875,060903009760,2011,060903009760,0609030,6.0,6.8,,0.0,0.0,,,0.0,0.0,,,,,,
1876,060903009761,2011,060903009761,0609030,21.0,21.0,,0.0,0.0,,,18.0,,,,,,,
1877,060903009762,2011,060903009762,0609030,29.0,29.0,,0.0,2.0,,,18.0,,,,,,,
1878,060903010202,2011,060903010202,0609030,56.0,56.1,,0.0,2.0,,,23.0,,,,,,,
1879,060903010203,2011,060903010203,0609030,21.0,21.8,,0.0,0.0,,,6.0,,,,,,,
1880,060903010483,2011,060903010483,0609030,29.0,29.0,,0.0,0.0,,,15.0,,,,,,,
1881,060903010484,2011,060903010484,0609030,30.0,30.8,,0.0,0.0,,,20.0,,,,,,,
1882,060903010771,2011,060903010771,0609030,29.0,29.0,,0.0,2.0,,,17.0,,,,,,,
1883,060903010772,2011,060903010772,0609030,29.0,29.0,,0.0,0.0,,,12.0,,,,,,,
1884,060903011359,2011,060903011359,0609030,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,
1885,060903011586,2011,060903011586,0609030,8.0,8.0,,0.0,0.0,,,2.0,2.0,,,,,,
1886,060903011587,2011,060903011587,0609030,22.0,22.0,,0.0,1.0,,,21.0,,,,,,,
1887,060903011855,2011,060903011855,0609030,66.0,66.75,,0.0,4.0,,,42.0,3.0,,,,,,
1888,060903012015,2011,060903012015,0609030,44.0,44.75,,1.0,3.0,,,25.0,,,,,,,
1889,060903012029,2011,060903012029,0609030,26.0,26.0,,0.0,2.0,,,19.0,,,,,,,
1890,060903012267,2011,060903012267,0609030,4.0,4.0,,0.0,0.0,,,0.0,0.0,,,,,,
1891,060903012798,2011,060903012798,0609030,20.0,20.8,,0.0,1.0,,,15.0,,,,,,,
1892,060907000920,2011,060907000920,0609070,122.0,114.0,,14.0,9.0,,,15.0,10.0,,,,,,
1893,060907000921,2011,060907000921,0609070,26.0,26.0,,0.0,0.0,,,5.0,,,,,,,
1894,060907000922,2011,060907000922,0609070,31.0,31.0,,0.0,2.0,,,3.0,,,,,,,
1895,060907000923,2011,060907000923,0609070,10.0,10.0,,3.0,0.0,,,0.0,1.0,,,,,,
1896,060907000924,2011,060907000924,0609070,44.0,44.0,,0.0,1.0,,,11.0,,,,,,,
1897,060907000925,2011,060907000925,0609070,36.0,36.0,,0.0,0.0,,,6.0,,,,,,,
1898,060907000926,2011,060907000926,0609070,26.0,26.0,,0.0,0.0,,,3.0,,,,,,,
1899,060907000927,2011,060907000927,0609070,31.0,31.0,,0.0,0.0,,,7.0,,,,,,,
1900,060907000928,2011,060907000928,0609070,18.0,18.0,,1.0,0.0,,,9.0,,,,,,,
1901,060907000929,2011,060907000929,0609070,30.0,29.0,,0.0,0.0,,,5.0,,,,,,,
1902,060907000930,2011,060907000930,0609070,19.0,19.0,,0.0,0.0,,,3.0,,,,,,,
1903,060907005008,2011,060907005008,0609070,38.0,38.0,,1.0,0.0,,,8.0,,,,,,,
1904,060907007604,2011,060907007604,0609070,48.0,48.0,,0.0,0.0,,,7.0,,,,,,,
1905,060907007685,2011,060907007685,0609070,21.0,21.0,,1.0,2.0,,,2.0,1.0,,,,,,
1906,060907008563,2011,060907008563,0609070,35.0,34.0,,0.0,0.0,,,7.0,,,,,,,
1907,060907009764,2011,060907009764,0609070,38.0,38.0,,1.0,0.0,,,6.0,,,,,,,
1908,060907011174,2011,060907011174,0609070,50.0,49.0,,9.0,3.0,,,6.0,,,,,,,
1909,060907011175,2011,060907011175,0609070,88.0,83.0,,12.0,3.0,,,20.0,10.0,,,,,,
1910,060907011176,2011,060907011176,0609070,38.0,37.0,,0.0,0.0,,,3.0,,,,,,,
1911,060907011720,2011,060907011720,0609070,34.0,32.0,,0.0,0.0,,,5.0,,,,,,,
1912,060907011969,2011,060907011969,0609070,27.0,25.0,,3.0,0.0,,,5.0,,,,,,,
1913,060907012593,2011,060907012593,0609070,3.0,3.0,,0.0,0.0,,,0.0,,,,,,,
1914,060907012684,2011,060907012684,0609070,7.0,5.5,,0.0,2.5,,,0.0,1.0,,,,,,
1915,060912000931,2011,060912000931,0609120,16.0,16.0,,0.0,2.0,,,5.0,,,,,,,
1916,060912000933,2011,060912000933,0609120,47.0,47.0,,4.0,1.0,,,16.0,4.0,,,,,,
1917,060912000934,2011,060912000934,0609120,37.0,37.0,,1.0,0.0,,,12.0,,,,,,,
1918,060912000935,2011,060912000935,0609120,3.0,3.0,,0.0,0.0,,,0.0,1.0,,,,,,
1919,060912005748,2011,060912005748,0609120,20.0,20.0,,1.0,0.0,,,5.0,,,,,,,
1920,060912007686,2011,060912007686,0609120,26.0,26.0,,2.0,0.0,,,11.0,,,,,,,
1921,060912008696,2011,060912008696,0609120,1.0,1.0,,0.0,0.0,,,1.0,33.3,,,,,,
1922,060912010205,2011,060912010205,0609120,1.0,1.0,,0.0,0.0,,,1.0,1.0,,,,,,
1923,060912010206,2011,060912010206,0609120,14.0,14.0,,1.0,1.0,,,5.0,,,,,,,
1924,060912010208,2011,060912010208,0609120,20.0,20.0,,0.0,0.0,,,10.0,,,,,,,
1925,060912099999,2011,060912010207,0609120,4.0,4.0,,0.0,0.0,,,0.0,,,,,,,
1926,060924000938,2011,060924000938,0609240,2.0,2.0,,0.0,1.0,,,0.0,,,,,,,
1927,060927000939,2011,060927000939,0609270,16.0,16.45,,0.0,0.0,,,0.0,,,,,,,
1928,060930000940,2011,060930000940,0609300,20.0,20.73,,0.5,0.0,,,1.0,,,,,,,
1929,060933000942,2011,060933000942,0609330,11.0,11.0,,0.0,0.0,,,5.0,,,,,,,
1930,060933007425,2011,060933007425,0609330,3.0,3.0,,0.0,0.0,,,1.0,,,,,,,
1931,060933010398,2011,060933010398,0609330,9.0,9.88,,0.5,1.0,,,0.0,,,,,,,
1932,060939000944,2011,060939000944,0609390,97.0,97.0,,5.0,1.0,,,7.0,5.5,,,,,,
1933,060939000945,2011,060939000945,0609390,34.0,34.0,,2.0,1.0,,,2.0,,,,,,,
1934,060939000946,2011,060939000946,0609390,100.0,100.0,,2.0,3.0,,,8.0,6.0,,,,,,
1935,060939000947,2011,060939000947,0609390,50.0,50.0,,0.0,1.0,,,3.0,,,,,,,
1936,060939000948,2011,060939000948,0609390,38.0,38.0,,5.0,0.0,,,1.0,,,,,,,
1937,060939000949,2011,060939000949,0609390,35.0,35.0,,1.0,1.0,,,1.0,,,,,,,
1938,060939000950,2011,060939000950,0609390,34.0,34.0,,3.0,0.0,,,2.0,,,,,,,
1939,060939000951,2011,060939000951,0609390,30.0,30.0,,2.0,0.0,,,0.0,,,,,,,
1940,060939000952,2011,060939000952,0609390,34.0,34.0,,0.0,1.0,,,0.0,,,,,,,
1941,060939000953,2011,060939000953,0609390,32.0,32.0,,1.0,1.0,,,2.0,,,,,,,
1942,060939000954,2011,060939000954,0609390,34.0,34.0,,1.0,0.0,,,1.0,,,,,,,
1943,060939000955,2011,060939000955,0609390,29.0,29.0,,0.0,1.0,,,0.0,,,,,,,
1944,060939000956,2011,060939000956,0609390,13.0,13.0,,3.0,0.0,,,1.0,2.0,,,,,,
1945,060939000957,2011,060939000957,0609390,37.0,37.0,,3.0,0.0,,,3.0,,,,,,,
1946,060939000958,2011,060939000958,0609390,33.0,33.0,,0.0,0.0,,,0.0,,,,,,,
1947,060939000959,2011,060939000959,0609390,34.0,34.0,,1.0,1.0,,,0.0,,,,,,,
1948,060939000960,2011,060939000960,0609390,32.0,32.0,,1.0,1.0,,,2.0,,,,,,,
1949,060939002599,2011,060939002599,0609390,38.0,38.0,,5.0,1.0,,,2.0,,,,,,,
1950,060939006353,2011,060939006353,0609390,25.0,25.0,,1.0,1.0,,,2.0,,,,,,,
1951,060939007687,2011,060939007687,0609390,35.0,35.0,,3.0,0.0,,,1.0,,,,,,,
1952,060939008126,2011,060939008126,0609390,16.0,16.0,,2.0,0.0,,,2.0,2.0,,,,,,
1953,060939008127,2011,060939008127,0609390,34.0,34.0,,1.0,0.0,,,1.0,,,,,,,
1954,060939009352,2011,060939009352,0609390,34.0,34.0,,3.0,0.0,,,0.0,,,,,,,
1955,060939009767,2011,060939009767,0609390,29.0,29.0,,0.0,0.0,,,0.0,,,,,,,
1956,060939010300,2011,060939010300,0609390,32.0,32.0,,1.0,0.0,,,1.0,,,,,,,
1957,060939010608,2011,060939010608,0609390,41.0,41.0,,0.0,0.0,,,3.0,,,,,,,
1958,060945000961,2011,060945000961,0609450,25.0,25.0,,0.0,0.0,,,9.0,,,,,,,
1959,060945008635,2011,060945008635,0609450,19.0,19.0,,0.0,0.0,,,4.0,,,,,,,
1960,060945010672,2011,060945010672,0609450,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,
1961,060948000962,2011,060948000962,0609480,30.0,30.0,,5.0,1.0,,,0.0,,,,,,,
1962,060948008428,2011,060948008428,0609480,1.0,1.0,,0.0,0.0,,,0.0,,,,,,,
1963,060951000965,2011,060951000965,0609510,10.0,10.0,,0.0,0.5,,,1.0,,,,,,,
1964,060957000966,2011,060957000966,0609570,17.0,16.0,,0.0,0.0,,,1.0,1.0,,,,,,
1965,060957000967,2011,060957000967,0609570,22.0,22.69,,1.0,0.0,,,0.0,,,,,,,
1966,060957000968,2011,060957000968,0609570,23.0,23.0,,0.0,0.0,,,1.0,,,,,,,
1967,060957004434,2011,060957004434,0609570,3.0,3.0,,0.0,0.0,,,0.0,0.0,,,,,,
1968,060957008128,2011,060957008128,0609570,2.0,2.0,,0.0,0.0,,,0.0,0.0,,,,,,
1969,060962000969,2011,060962000969,0609620,25.0,25.5,,0.0,0.0,,,1.0,,,,,,,
1970,060962000970,2011,060962000970,0609620,18.0,18.0,,0.0,0.0,,,9.0,,,,,,,
1971,060962000971,2011,060962000971,0609620,37.0,37.5,,1.0,0.0,,,3.0,,,,,,,
1972,060962000972,2011,060962000972,0609620,24.0,24.5,,0.0,0.0,,,3.0,,,,,,,
1973,060962000974,2011,060962000974,0609620,16.0,16.5,,0.0,0.0,,,5.0,,,,,,,
1974,060962000975,2011,060962000975,0609620,49.0,49.0,,1.0,1.0,,,8.0,2.0,,,,,,
1975,060962000976,2011,060962000976,0609620,96.0,96.0,,0.0,0.0,,,9.0,5.0,,,,,,
1976,060962000977,2011,060962000977,0609620,42.0,42.5,,0.0,0.0,,,5.0,,,,,,,
1977,060962000978,2011,060962000978,0609620,86.0,86.5,,7.0,2.0,,,10.0,4.0,,,,,,
1978,060962000979,2011,060962000979,0609620,19.0,19.5,,0.0,0.0,,,4.0,,,,,,,
1979,060962000980,2011,060962000980,0609620,23.0,23.5,,1.0,0.0,,,8.0,,,,,,,
1980,060962000982,2011,060962000982,0609620,27.0,27.5,,0.0,0.0,,,8.0,,,,,,,
1981,060962000983,2011,060962000983,0609620,19.0,19.0,,0.0,0.0,,,4.0,,,,,,,
1982,060962000984,2011,060962000984,0609620,31.0,31.5,,0.0,0.0,,,2.0,,,,,,,
1983,060962000985,2011,060962000985,0609620,27.0,27.0,,1.0,0.0,,,7.0,,,,,,,
1984,060962000986,2011,060962000986,0609620,29.0,29.5,,0.0,0.0,,,6.0,,,,,,,
1985,060962000987,2011,060962000987,0609620,16.0,16.5,,0.0,0.0,,,3.0,,,,,,,
1986,060962000988,2011,060962000988,0609620,15.0,15.5,,0.0,0.0,,,1.0,,,,,,,
1987,060962000989,2011,060962000989,0609620,27.0,27.0,,0.0,0.0,,,5.0,,,,,,,
1988,060962000990,2011,060962000990,0609620,26.0,26.5,,0.0,0.0,,,7.0,,,,,,,
1989,060962000991,2011,060962000991,0609620,23.0,23.5,,0.0,0.0,,,5.0,,,,,,,
1990,060962000993,2011,060962000993,0609620,31.0,31.0,,0.0,0.0,,,1.0,,,,,,,
1991,060962000994,2011,060962000994,0609620,39.0,39.5,,3.0,0.0,,,13.0,,,,,,,
1992,060962000995,2011,060962000995,0609620,20.0,20.0,,0.0,0.0,,,2.0,,,,,,,
1993,060962000996,2011,060962000996,0609620,15.0,15.5,,0.0,0.0,,,1.0,,,,,,,
1994,060962000999,2011,060962000999,0609620,18.0,18.0,,2.0,1.0,,,3.0,,,,,,,
1995,060962001000,2011,060962001000,0609620,29.0,29.0,,0.0,0.0,,,3.0,,,,,,,
1996,060962001001,2011,060962001001,0609620,27.0,27.5,,1.0,0.0,,,9.0,,,,,,,
1997,060962001002,2011,060962001002,0609620,33.0,33.5,,4.0,4.0,,,9.0,,,,,,,
1998,060962001003,2011,060962001003,0609620,24.0,24.5,,1.0,1.0,,,6.0,,,,,,,
1999,060962002220,2011,060962002220,0609620,17.0,17.0,,0.0,3.0,,,0.0,2.0,,,,,,
2000,060962004608,2011,060962004608,0609620,39.0,39.5,,1.0,0.0,,,13.0,,,,,,,
2001,060962007149,2011,060962007149,0609620,4.0,4.0,,0.0,0.0,,,0.0,0.0,,,,,,
2002,060962007272,2011,060962007272,0609620,55.0,55.5,,2.0,2.0,,,13.0,,,,,,,
2003,060962011323,2011,060962011323,0609620,33.0,33.5,,0.0,0.0,,,8.0,,,,,,,
2004,060964001004,2011,060964001004,0609640,18.0,18.0,,0.0,0.0,,,0.0,,,,,,,
2005,060964001005,2011,060964001005,0609640,15.0,15.0,,0.0,0.0,,,0.0,,,,,,,
2006,060964001006,2011,060964001006,0609640,20.0,20.0,,0.0,0.0,,,0.0,,,,,,,
2007,060964001007,2011,060964001007,0609640,50.0,50.0,,1.0,0.0,,,0.0,,,,,,,
2008,060964001008,2011,060964001008,0609640,19.0,19.0,,1.0,1.0,,,0.0,,,,,,,
2009,060964001010,2011,060964001010,0609640,16.0,16.0,,0.0,0.0,,,0.0,1.0,,,,,,
2010,060964001011,2011,060964001011,0609640,17.0,17.0,,0.0,0.0,,,0.0,,,,,,,
2011,060964001012,2011,060964001012,0609640,18.0,18.0,,2.0,1.0,,,0.0,,,,,,,
2012,060964001014,2011,060964001014,0609640,16.0,16.0,,2.0,1.0,,,0.0,,,,,,,
2013,060964001015,2011,060964001015,0609640,42.0,42.0,,2.0,0.0,,,0.0,,,,,,,
2014,060964001016,2011,060964001016,0609640,23.0,23.0,,0.0,0.0,,,0.0,,,,,,,
2015,060964001018,2011,060964001018,0609640,15.0,15.0,,1.0,0.0,,,0.0,,,,,,,
2016,060964001020,2011,060964001020,0609640,107.0,107.0,,3.0,6.0,,,0.0,5.0,,,,,,
2017,060964001022,2011,060964001022,0609640,46.0,46.0,,0.0,0.0,,,0.0,,,,,,,
2018,060964001023,2011,060964001023,0609640,45.0,45.0,,2.0,1.0,,,1.0,,,,,,,
2019,060964001024,2011,060964001024,0609640,98.0,98.0,,1.0,3.0,,,0.0,5.0,,,,,,
2020,060964001027,2011,060964001027,0609640,15.0,15.0,,0.0,1.0,,,0.0,,,,,,,
2021,060964001029,2011,060964001029,0609640,19.0,19.0,,0.0,0.0,,,0.0,,,,,,,
2022,060964001030,2011,060964001030,0609640,23.0,23.0,,1.0,0.0,,,0.0,,,,,,,
2023,060964001031,2011,060964001031,0609640,93.0,93.0,,4.0,2.0,,,0.0,5.0,,,,,,
2024,060964001032,2011,060964001032,0609640,26.0,26.0,,0.0,0.0,,,0.0,,,,,,,
2025,060964001033,2011,060964001033,0609640,17.0,17.0,,0.0,0.0,,,0.0,,,,,,,
2026,060964007933,2011,060964007933,0609640,29.0,29.0,,1.0,0.0,,,0.0,,,,,,,
2027,060964010454,2011,060964010454,0609640,66.0,66.0,,0.0,1.0,,,0.0,,,,,,,
2028,060964012393,2011,060964012393,0609640,22.0,22.0,,0.0,0.0,,,0.0,,,,,,,
2029,060964012664,2011,060964012664,0609640,6.0,6.0,,0.0,1.0,,,0.0,1.0,,,,,,
2030,060966500669,2011,060966500669,0609665,2.0,2.39,,0.0,0.0,,,1.0,,,,,,,
2031,060966509665,2011,060966509665,0609665,3.0,3.07,,0.0,0.0,,,0.67,0.03,,,,,,
2032,060966509671,2011,060966509671,0609665,4.0,4.4,,0.0,0.0,,,2.0,,,,,,,
2033,060966510258,2011,060966510258,0609665,2.0,2.6,,0.0,0.0,,,0.0,0.03,,,,,,
2034,060969001035,2011,060969001035,0609690,41.0,41.0,,0.0,4.0,,,23.0,2.0,,,,,,
2035,060969001036,2011,060969001036,0609690,21.0,21.0,,1.0,0.0,,,10.0,,,,,,,
2036,060969001037,2011,060969001037,0609690,30.0,30.0,,1.0,1.0,,,19.0,,,,,,,
2037,060969001039,2011,060969001039,0609690,18.0,18.0,,0.0,1.0,,,6.0,,,,,,,
2038,060969008814,2011,060969008814,0609690,24.0,24.0,,2.0,0.0,,,10.0,,,,,,,
2039,060969011284,2011,060969011284,0609690,6.0,6.0,,0.0,0.0,,,3.0,0.0,,,,,,
2040,060969011955,2011,060969011955,0609690,1.0,1.0,,0.0,0.0,,,0.0,0.0,,,,,,
2041,060969012489,2011,060969012489,0609690,3.0,3.0,,0.0,0.0,,,0.0,1.0,,,,,,
2042,060969012581,2011,060969012581,0609690,1.0,1.0,,0.0,0.0,,,0.0,0.0,,,,,,
2043,060969012716,2011,060969012716,0609690,1.0,1.0,,0.0,0.0,,,0.0,0.0,,,,,,
2044,060978001040,2011,060978001040,0609780,27.0,27.5,,0.0,1.0,,,7.0,,,,,,,
2045,060978001041,2011,060978001041,0609780,23.0,23.5,,1.0,0.0,,,7.0,,,,,,,
2046,060978001042,2011,060978001042,0609780,12.0,12.0,,1.0,0.0,,,3.0,,,,,,,
2047,060978004178,2011,060978004178,0609780,3.0,3.0,,0.0,0.0,,,1.0,,,,,,,
2048,060978007459,2011,060978007459,0609780,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,
2049,060978011523,2011,060978011523,0609780,18.0,18.0,,1.0,0.0,,,6.0,,,,,,,
2050,060981001043,2011,060981001043,0609810,5.0,5.3,,1.0,0.0,,,3.0,1.0,,,,,,
2051,060981001044,2011,060981001044,0609810,48.0,48.2,,1.0,0.0,,,26.0,4.16,,,,,,
2052,060981007460,2011,060981007460,0609810,1.0,1.7,,0.0,0.0,,,1.0,0.16,,,,,,
2053,060985000853,2011,060985000853,0609850,30.0,30.0,,0.0,0.0,,,11.0,2.0,,,,,,
2054,060985000905,2011,060985000905,0609850,2.0,2.65,,1.0,0.0,,,0.0,0.0,,,,,,
2055,060985000932,2011,060985000932,0609850,30.0,30.0,,0.0,1.0,,,14.0,,,,,,,
2056,060985001045,2011,060985001045,0609850,30.0,30.0,,1.0,0.0,,,10.0,,,,,,,
2057,060985001046,2011,060985001046,0609850,33.0,33.0,,0.0,0.0,,,15.0,,,,,,,
2058,060985001047,2011,060985001047,0609850,6.0,6.0,,1.0,0.0,,,0.0,0.0,,,,,,
2059,060985001048,2011,060985001048,0609850,40.0,40.0,,1.0,0.0,,,11.0,,,,,,,
2060,060985001049,2011,060985001049,0609850,116.0,116.0,,3.0,0.0,,,32.0,8.0,,,,,,
2061,060985001050,2011,060985001050,0609850,28.0,28.0,,0.0,0.0,,,11.0,,,,,,,
2062,060985001053,2011,060985001053,0609850,43.0,43.0,,1.0,1.0,,,21.0,,,,,,,
2063,060985001054,2011,060985001054,0609850,28.0,28.0,,0.0,0.0,,,11.0,,,,,,,
2064,060985001055,2011,060985001055,0609850,27.0,27.0,,0.0,0.0,,,11.0,,,,,,,
2065,060985001057,2011,060985001057,0609850,33.0,33.0,,1.0,0.0,,,23.0,,,,,,,
2066,060985001058,2011,060985001058,0609850,38.0,38.0,,0.0,0.0,,,11.0,,,,,,,
2067,060985001059,2011,060985001059,0609850,31.0,31.0,,1.0,0.0,,,9.0,,,,,,,
2068,060985001060,2011,060985001060,0609850,28.0,28.0,,0.0,1.0,,,9.0,,,,,,,
2069,060985001061,2011,060985001061,0609850,81.0,81.0,,6.0,1.0,,,13.0,6.0,,,,,,
2070,060985001062,2011,060985001062,0609850,35.0,35.0,,0.0,0.0,,,13.0,,,,,,,
2071,060985001063,2011,060985001063,0609850,43.0,43.0,,2.0,0.0,,,14.0,,,,,,,
2072,060985001064,2011,060985001064,0609850,19.0,19.0,,0.0,0.0,,,6.0,,,,,,,
2073,060985001065,2011,060985001065,0609850,23.0,23.0,,0.0,0.0,,,8.0,,,,,,,
2074,060985001066,2011,060985001066,0609850,28.0,28.0,,0.0,0.0,,,8.0,,,,,,,
2075,060985001067,2011,060985001067,0609850,30.0,30.0,,0.0,1.0,,,15.0,,,,,,,
2076,060985001068,2011,060985001068,0609850,10.0,10.0,,1.0,0.0,,,5.0,0.0,,,,,,
2077,060985001069,2011,060985001069,0609850,36.0,36.0,,0.0,1.0,,,18.0,,,,,,,
2078,060985004959,2011,060985004959,0609850,131.0,131.0,,2.0,0.0,,,43.0,9.0,,,,,,
2079,060985004978,2011,060985004978,0609850,33.0,33.0,,0.0,0.0,,,13.0,,,,,,,
2080,060985007209,2011,060985007209,0609850,31.0,31.0,,1.0,0.0,,,10.0,,,,,,,
2081,060985008262,2011,060985008262,0609850,30.0,30.0,,0.0,2.0,,,8.0,,,,,,,
2082,060985008263,2011,060985008263,0609850,52.0,52.0,,1.0,0.0,,,17.0,,,,,,,
2083,060985008559,2011,060985008559,0609850,36.0,36.0,,0.0,0.0,,,9.0,,,,,,,
2084,060985009354,2011,060985009354,0609850,44.0,44.0,,0.0,0.0,,,19.0,,,,,,,
2085,060985009355,2011,060985009355,0609850,36.0,36.0,,2.0,0.0,,,9.0,,,,,,,
2086,060985009532,2011,060985009532,0609850,110.0,110.0,,2.0,0.0,,,37.0,7.0,,,,,,
2087,060985010580,2011,060985010580,0609850,39.0,39.0,,0.0,0.0,,,11.0,,,,,,,
2088,060985010581,2011,060985010581,0609850,34.0,34.0,,1.0,0.0,,,16.0,,,,,,,
2089,060985011014,2011,060985011014,0609850,35.0,35.0,,0.0,0.0,,,21.0,,,,,,,
2090,060985011015,2011,060985011015,0609850,45.0,45.0,,1.0,0.0,,,14.0,,,,,,,
2091,060985011245,2011,060985011245,0609850,36.0,36.0,,0.0,0.0,,,8.0,,,,,,,
2092,060985011246,2011,060985011246,0609850,54.0,54.0,,0.0,0.0,,,9.0,,,,,,,
2093,060985011247,2011,060985011247,0609850,44.0,44.0,,2.0,1.0,,,10.0,,,,,,,
2094,060985011708,2011,060985011708,0609850,11.0,11.0,,1.0,0.0,,,7.0,1.0,,,,,,
2095,060985011709,2011,060985011709,0609850,117.0,117.0,,10.0,3.0,,,28.0,8.0,,,,,,
2096,060985011710,2011,060985011710,0609850,41.0,41.0,,0.0,0.0,,,12.0,,,,,,,
2097,060985011711,2011,060985011711,0609850,49.0,49.0,,0.0,0.0,,,22.0,,,,,,,
2098,060985011712,2011,060985011712,0609850,24.0,24.0,,0.0,0.0,,,5.0,1.0,,,,,,
2099,060985011861,2011,060985011861,0609850,27.0,27.0,,0.0,0.0,,,9.0,,,,,,,
2100,060985011994,2011,060985011994,0609850,48.0,48.0,,0.0,0.0,,,20.0,,,,,,,
2101,060985012394,2011,060985012394,0609850,39.0,39.0,,0.0,0.0,,,13.0,,,,,,,
2102,060985012824,2011,060985012824,0609850,34.0,34.0,,0.0,0.0,,,15.0,,,,,,,
2103,060987001070,2011,060987001070,0609870,30.0,30.0,,0.0,0.0,,,5.0,0.14,,,,,,
2104,060987001071,2011,060987001071,0609870,55.0,55.4,,3.4,0.0,,,11.0,4.0,,,,,,
2105,060987001072,2011,060987001072,0609870,29.0,29.51,,2.01,0.0,,,10.0,,,,,,,
2106,060987001074,2011,060987001074,0609870,13.0,13.0,,0.0,0.0,,,5.0,,,,,,,
2107,060987007658,2011,060987007658,0609870,4.0,4.2,,0.0,0.0,,,0.0,0.0,,,,,,
2108,060994001076,2011,060994001076,0609940,5.0,5.79,,0.0,0.0,,,0.0,0.0,,,,,,
2109,060994001077,2011,060994001077,0609940,23.0,23.0,,1.0,2.0,,,5.0,,,,,,,
2110,060994001078,2011,060994001078,0609940,17.0,17.8,,1.0,2.0,,,6.0,,,,,,,
2111,060994001079,2011,060994001079,0609940,18.0,18.0,,0.0,0.0,,,3.0,,,,,,,
2112,060994001081,2011,060994001081,0609940,59.0,59.8,,0.0,0.0,,,28.4,0.0,,,,,,
2113,060994001083,2011,060994001083,0609940,17.0,17.5,,0.0,1.2,,,4.0,,,,,,,
2114,060994001084,2011,060994001084,0609940,13.0,13.8,,0.0,1.0,,,3.0,,,,,,,
2115,060994004119,2011,060994004119,0609940,2.0,2.0,,0.0,0.0,,,0.0,0.0,,,,,,
2116,060994005461,2011,060994005461,0609940,30.0,30.93,,4.0,1.0,,,0.0,,,,,,,
2117,060994009772,2011,060994009772,0609940,23.0,23.0,,0.0,0.0,,,6.8,,,,,,,
2118,060994010688,2011,060994010688,0609940,8.0,6.0,,0.0,0.0,,,3.0,0.0,,,,,,
2119,060999001085,2011,060999001085,0609990,14.0,14.0,,0.0,0.0,,,7.0,,,,,,,
2120,060999001086,2011,060999001086,0609990,14.0,14.0,,0.0,0.0,,,5.0,,,,,,,
