year,ncessch,enrollment,AP_oneormore_relative,teachers_per_student,security_gaurds_per_students,avg_teacher_salary,%Asian,%Black,%Hispanic,"%Indigenous 
American ",%Multiracial,"%Pacific 
Islander",%White,%Female,%Male,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,enrl_gifted_talented,students_SAT_ACT,students_chronically_absent,students_report_harass_dis,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,students_arrested
2011,60000103278.0,83.0,-0.2329412240278117,0.00019201228878647225,4.5476594712575216e-05,17499.405628654968,0.003886286070051724,-0.0045229241834260255,-0.03884215026406401,-0.0029468055097405764,-0.06938140204376976,0.00043395569804442497,0.1113730402329044,-0.009259245465327193,0.009259245465327193,0.08550948002632877,0.03171025675471195,-0.013991786357007374,-0.054847173543117855,0.058719708121105677,-0.01870997659818703,-0.005853966590525533,0.0,-0.01078167115902965,0.015748198044977575,0.031052883822559375,0.0
2011,60000310347.0,22.25,-0.28260591365258975,-0.0016904761904761867,-0.00255102040816325,3164.3876035660796,-0.023809174233192315,0.007988255465331051,-0.04518881945284414,0.0031885794234115753,-0.015709745865308773,0.0030681439286625754,0.07046276073393998,-0.00047268437638103844,0.00047268437638103844,0.0029700191430637006,-0.005246311441865776,0.009510414320756775,7.647788571532588e-05,-0.009376370639424647,-0.03653981823122733,0.014022400497615939,0.000562939122682701,0.0043260905805935015,0.017847305280975945,0.023400457076326105,0.0
2011,60001302405.0,-92.25,3.644707695085117,0.0004352181258960794,-0.000321006676938875,-15597.965742520726,-0.02996657291054313,-0.003399551373020549,0.00530283559537062,0.0009399539296639746,0.003698642688179238,0.017090850594894923,0.006333841475454904,0.012974956433405516,-0.012974956433405627,-0.017763943622806144,-0.027413755164691717,0.017535594083744305,0.0037747368842373785,0.002661181380470584,0.008619308449745205,-0.001607545942876723,0.0,0.06946414672650862,-0.008134439265584674,0.038098304136321696,0.0
2011,60001311010.0,-88.25,1.7781982674572845,0.0010671890696531752,-0.0003267119707266,-8989.746925813015,-0.0413003209764016,0.001296601852513353,-0.0034873995579947636,0.0009726269312962752,-0.012604263905868156,0.026649953007056575,0.028472802649398332,0.010151175709328275,-0.01015117570932822,-0.004270411363577364,-0.006960387879075998,-0.02130804562517523,-0.03554304604682271,-0.009221013431437386,0.011438663661839044,-0.005914427269416725,0.0,0.0014297496643220706,0.013734101356857022,0.0019745452285906753,0.0008469791078486251
2011,60001609086.0,128.0,-2.55558216585794,0.00014093797385795331,0.0002517957768777999,1794.2415019844484,-0.015530848721162428,-0.007424618882411818,-0.04992300467081878,1.2320253971824166e-05,0.0032960773823893508,0.013497106464759077,0.056072968173272786,-0.0003808753081523397,0.0003808753081523397,0.0027196291795897887,-0.011038255736621885,0.009638963536346773,-0.016137115079573994,-0.012235438079022887,-0.025695175215185495,-0.02622405859159467,0.0,-0.004637324739936649,0.0076691494862460505,0.0019226370522534252,0.0
2011,60001708297.0,262.75,0.11217445483221766,0.000499809562477499,-0.00021649520965439989,-10149.943420220603,-0.0053518402048970265,0.007518243971686656,-0.07215108655179953,-0.0014203269876850752,0.0010668389328581246,0.004591405777300375,0.06574676506253652,-0.008775264055914667,0.008775264055914667,0.03848696009690686,-0.03907432139241015,0.016222784793131953,0.03714197992673575,0.016920785361959484,0.017299383564058274,-0.025942519990923785,0.0,0.0056978820305824684,0.011441991707054011,0.015895832404708952,0.00126226598061215
2011,60001709098.0,-91.5,-5.627151540227489,0.0013114702634960743,9.673384010472482e-05,5209.247940334688,0.001652883168184724,0.016337924555368935,-0.0335088517574339,-0.00229006543747115,-0.004770434174865175,0.0053954613957552,0.017183082250461335,0.008682870968502787,-0.008682870968502843,0.02755650192520101,-0.02652385224138225,-0.0019216324019481756,0.021660945287361094,-0.01771066393692805,-0.015140573713197145,0.0054427481956443036,0.0,0.020080911505854424,0.012201021972100969,0.013356442566400374,-0.000114521300961975
2011,60001809107.0,9.333333333333329,4.781561747506021,0.0,0.0,-3555.0595238095266,-0.07528530063021627,0.0,-0.0020907017209881723,0.023030281777163264,-0.07967126554249697,-0.0108584568216658,0.1448754429382041,-0.013413387838528412,0.013413387838528357,0.1045300763807482,-0.011669363431296766,-0.012160605862082834,0.0391705992565652,0.08217583487090513,0.04368347577491226,-0.02397961398833076,0.0,0.013452630243035738,0.03921151155062608,0.022011649149525275,0.0
2011,60001909273.0,-492.5,-0.5525892455147456,-0.0015721713394392794,-0.000439947206335225,-9857.275967390524,-0.07877033220400237,0.01500428094495132,0.006210402678956839,0.00170793178110085,-0.034626175265597706,0.0005561413749889006,0.08991775068960212,0.004975143202065324,-0.004975143202065269,-0.021092688049586195,-0.0005655740333180975,0.007357378192606373,0.030818009316278705,-0.026788776832944422,-0.07762866328589998,-0.040982192593216296,-9.0909090909075e-05,-0.011842762443301775,0.0019774718994645044,-0.002572793361642225,0.002681764004767575
2011,60002009279.0,56.5,4.171299827159899,-0.002199710819579627,0.000258501838235275,-11435.284534950115,-0.049145105357947305,-0.0009354907257948276,-0.00699789041602035,0.0060980748575312745,-0.025343439803309675,0.025320549186047724,0.05100330225949323,0.01677089873490728,-0.016770898734907336,-0.03204531088458795,-0.050313963965287645,-0.06866522494301987,-0.27592161245799324,-0.0195310516650386,-0.03348523829900907,0.028991840711909647,0.0,-0.00201835475467485,0.011736724297194398,0.008165720989559252,0.005598351505894574
