,ncessch,year,leaid_x,race,sex,students_AP_exam_none,students_AP_exam_oneormore,latitude,longitude,enrollment,school_name,AP_oneormore_relative,crdc_id_x,teachers_fte_crdc,teachers_current_sy,security_guard_fte,salaries_teachers
332,61488001878.0,2011,614880.0,99,99,167.0,0.0,33.766176,-117.91372,2330.0,SANTIAGO HIGH,0.0,061488001878,82.0,0.042709867452135494,0.0,71515.96341463414
333,61495001667.0,2011,614950.0,99,99,0.0,130.0,40.676727,-122.374253,831.0,CENTRAL VALLEY HIGH,15.643802647412755,061495001667,35.0,0.05081967213114754,0.003278688524590164,56437.05714285714
334,61518001911.0,2011,615180.0,99,99,39.0,177.0,36.995639,-121.576068,1475.0,GILROY HIGH,12.0,061518001911,66.0,0.04534461910519952,0.0,60729.757575757576
335,61518012174.0,2011,615180.0,99,99,91.0,89.0,36.972533,-121.569788,248.0,DR. T. J. OWENS GILROY EARLY COLLEGE ACADEMY,35.88709677419355,061518012174,8.0,0.03819444444444445,0.0,68842.5
336,61518012264.0,2011,615180.0,99,99,8.0,245.0,37.039674,-121.604378,1463.0,CHRISTOPHER HIGH,16.74641148325359,061518012264,56.0,0.04886769964243146,0.0,61686.875
337,61524001923.0,2011,615240.0,99,99,111.0,894.0,34.223606,-118.243244,2906.0,CRESCENTA VALLEY HIGH,30.763936682725397,061524001923,108.0,0.03780718336483932,0.0,62940.56481481482
338,61524001931.0,2011,615240.0,99,99,106.0,382.0,34.145582,-118.233337,2838.0,GLENDALE HIGH,13.46018322762509,061524001931,113.0,0.039946140035906644,0.0,62991.150442477876
339,61524001933.0,2011,615240.0,99,99,81.0,333.0,34.165808,-118.270432,1947.0,HERBERT HOOVER HIGH,17.103235747303543,061524001933,67.0,0.04153940134392181,0.0,73800.40298507463
340,61524007518.0,2011,615240.0,99,99,45.0,248.0,34.237278,-118.253831,1130.0,ANDERSON W. CLARK MAGNET HIGH,21.946902654867255,061524007518,45.0,0.036541889483065956,0.0,65237.15555555555
341,61527001953.0,2011,615270.0,99,99,22.0,541.0,34.135088,-117.837159,2476.0,GLENDORA HIGH,21.849757673667206,061527001953,84.0,0.04186413902053712,0.001579778830963665,66848.67857142857
342,61623002018.0,2011,616230.0,99,99,6.0,378.0,32.799182,-116.94762,2178.0,EL CAJON VALLEY HIGH,17.355371900826448,061623002018,95.0,0.06800870511425462,0.002720348204570185,73372.42105263157
343,61623002019.0,2011,616230.0,99,99,15.0,398.0,32.868092,-116.91713,1713.0,EL CAPITAN HIGH,23.234092235843548,061623002019,55.0,0.0764179104477612,0.0023880597014925373,79960.65454545454
344,61623002020.0,2011,616230.0,99,99,20.0,515.0,32.799318,-116.915065,2752.0,GRANITE HILLS HIGH,18.713662790697676,061623002020,84.0,0.06419213973799126,0.002183406113537118,76562.13095238095
345,61623002022.0,2011,616230.0,99,99,13.0,492.0,32.780696,-116.986349,2602.0,GROSSMONT HIGH,18.908531898539586,061623002022,83.0,0.06624605678233439,0.002253267237494367,72133.56626506025
346,61623002023.0,2011,616230.0,99,99,120.0,427.0,32.754868,-117.037595,2463.0,HELIX HIGH,17.336581404790905,061623002023,89.0,0.04178498985801217,0.0032454361054766734,59360.69662921348
347,61623002024.0,2011,616230.0,99,99,24.0,689.0,32.735371,-116.973453,1795.0,MONTE VISTA HIGH,38.38440111420613,061623002024,61.0,0.08048780487804878,0.002896341463414634,72782.40983606558
348,61623002025.0,2011,616230.0,99,99,10.0,288.0,32.722595,-117.016759,1556.0,MOUNT MIGUEL HIGH,18.50899742930591,061623002025,58.0,0.08879668049792531,0.004149377593360996,70710.72413793103
349,61623002026.0,2011,616230.0,99,99,11.0,368.0,32.856945,-116.968385,1411.0,SANTANA HIGH,26.080793763288447,061623002026,48.0,0.06818181818181818,0.0031565656565656565,77647.125
350,61623002028.0,2011,616230.0,99,99,18.0,602.0,32.75945,-116.921392,2112.0,VALHALLA HIGH,28.50378787878788,061623002028,63.0,0.06070588235294118,0.002352941176470588,77337.6507936508
351,61623008594.0,2011,616230.0,99,99,11.0,796.0,32.730122,-116.925152,2175.0,STEELE CANYON HIGH,36.59770114942529,061623008594,69.0,0.03781321184510251,0.0018223234624145787,65253.69565217391
352,61623009141.0,2011,616230.0,99,99,19.0,634.0,32.847584,-117.015619,1956.0,WEST HILLS HIGH,32.41308793456032,061623009141,65.0,0.06906558328496808,0.002901915264074289,78195.01538461538
353,61632302033.0,2011,616323.0,99,99,32.0,58.0,37.261239,-121.001426,499.0,GUSTINE HIGH,11.623246492985972,061632302033,23.0,0.0453781512605042,0.0,86773.21739130435
354,61632502049.0,2011,616325.0,99,99,78.0,103.0,34.026035,-117.955539,1595.0,LA PUENTE HIGH,6.4576802507836994,061632502049,65.0,0.033854166666666664,0.00017361111111111112,53341.307692307695
355,61632502053.0,2011,616325.0,99,99,22.0,403.0,34.007454,-117.975692,2053.0,LOS ALTOS HIGH,19.629810034096444,061632502053,79.0,0.03547297297297297,0.0011261261261261261,54743.6835443038
356,61632502072.0,2011,616325.0,99,99,86.0,437.0,33.998168,-117.947452,1737.0,GLEN A. WILSON HIGH,25.15831894070236,061632502072,69.0,0.034143138542350626,0.0013131976362442547,53717.42028985507
357,61632502074.0,2011,616325.0,99,99,52.0,113.0,34.028911,-117.937014,1224.0,WILLIAM WORKMAN HIGH,9.23202614379085,061632502074,52.0,0.03888888888888889,0.0001851851851851852,49800.07692307692
358,61650002085.0,2011,616500.0,99,99,26.0,162.0,36.343931,-119.644754,1503.0,HANFORD HIGH,10.778443113772456,061650002085,60.0,0.03479973736047275,0.001969796454366382,61366.73333333333
359,61650007506.0,2011,616500.0,99,99,25.0,129.0,36.330539,-119.661912,1336.0,HANFORD WEST HIGH,9.655688622754491,061650007506,54.0,0.04317656129529684,0.002313030069390902,64379.03703703704
360,61650012317.0,2011,616500.0,99,99,13.0,51.0,36.33721,-119.689938,666.0,SIERRA PACIFIC HIGH,7.657657657657657,061650012317,22.0,0.04018912529550828,0.0035460992907801418,68038.86363636363
361,61668011295.0,2011,616680.0,99,99,0.0,209.0,33.920325,-118.354112,595.0,HAWTHORNE MATH AND SCIENCE ACADEMY,35.12605042016806,061668011295,24.0,0.0481283422459893,0.0017825311942959,65820.20833333333
362,61674002116.0,2011,616740.0,99,99,6.0,157.0,37.671804,-122.068497,1640.0,HAYWARD HIGH,9.573170731707318,061674002116,67.0,0.04667081518357187,0.00373366521468575,61065.37313432836
363,61674002124.0,2011,616740.0,99,99,8.0,274.0,37.624798,-122.09014,1894.0,MT. EDEN HIGH,14.46673706441394,061674002124,78.0,0.04499494438827098,0.0025278058645096056,64464.8717948718
364,61674002135.0,2011,616740.0,99,99,10.0,259.0,37.64263,-122.0662,1270.0,TENNYSON HIGH,20.393700787401574,061674002135,55.0,0.04771784232365145,0.003457814661134163,62828.56363636364
365,61692002154.0,2011,616920.0,99,99,69.0,354.0,33.728582,-116.933841,2514.0,HEMET HIGH,14.081145584725538,061692002154,91.0,0.04006677796327212,0.0,60902.12087912088
366,61692009852.0,2011,616920.0,99,99,41.0,150.0,33.719841,-117.008816,1763.0,WEST VALLEY HIGH,8.508224617129892,061692009852,90.0,0.045014245014245016,0.0,48222.666666666664
367,61692011020.0,2011,616920.0,99,99,43.0,41.0,33.57071,-116.660637,354.0,HAMILTON HIGH,11.581920903954803,061692011020,29.0,0.08098591549295775,0.0,47127.58620689655
368,61692012024.0,2011,616920.0,99,99,33.0,138.0,33.769002,-117.01782,1550.0,TAHQUITZ HIGH,8.903225806451614,061692012024,85.0,0.045934202358783364,0.0,40183.10588235294
369,61722002177.0,2011,617220.0,99,99,0.0,49.0,37.399579,-120.851773,684.0,HILMAR HIGH,7.163742690058479,061722002177,31.0,0.04903417533432392,0.0,62097.54838709677
370,61743002185.0,2011,617430.0,99,99,4.0,44.0,32.815214,-115.386799,539.0,HOLTVILLE HIGH,8.16326530612245,061743002185,22.0,0.052434456928838954,0.0,64739.63636363636
371,61806002226.0,2011,618060.0,99,99,81.0,349.0,33.651807,-117.968572,2662.0,EDISON HIGH,13.11044327573253,061806002226,106.0,0.04765718862635162,0.0010612735282338806,80065.6603773585
372,61806002228.0,2011,618060.0,99,99,100.0,650.0,33.705056,-117.961392,3487.0,FOUNTAIN VALLEY HIGH,18.640665328362488,061806002228,127.0,0.04097452934662237,0.0010575858250276855,71472.92913385827
373,61806002230.0,2011,618060.0,99,99,191.0,481.0,33.676405,-118.002363,2811.0,HUNTINGTON BEACH HIGH,17.11134827463536,061806002230,108.0,0.044008124576844956,0.001096817874069059,68320.49074074074
374,61806002232.0,2011,618060.0,99,99,76.0,441.0,33.731806,-118.026339,2827.0,MARINA HIGH,15.599575521754511,061806002232,109.0,0.048939641109298535,0.0013213703099510604,71784.49541284403
375,61806002233.0,2011,618060.0,99,99,69.0,202.0,33.714407,-118.001115,1482.0,OCEAN VIEW HIGH,13.630229419703104,061806002233,67.0,0.05587808417997097,0.0018069666182873733,62312.298507462685
376,61806002234.0,2011,618060.0,99,99,75.0,343.0,33.752867,-118.00961,2680.0,WESTMINSTER HIGH,12.798507462686567,061806002234,112.0,0.006723283793347488,0.001280962491153574,69815.73214285714
377,61821002243.0,2011,618210.0,99,99,11.0,115.0,32.847879,-115.576607,1002.0,IMPERIAL HIGH,11.477045908183632,061821002243,41.0,0.04323458767013611,0.0016813450760608487,72633.58536585367
378,61839002254.0,2011,618390.0,99,99,128.0,120.0,33.960738,-118.35536,1517.0,INGLEWOOD HIGH,7.910349373764008,061839002254,49.0,0.04892601431980907,0.002386634844868735,60182.897959183676
379,61839002260.0,2011,618390.0,99,99,114.0,218.0,33.940042,-118.332377,1111.0,MORNINGSIDE HIGH,19.621962196219624,061839002260,39.0,0.04660452729693742,0.0013315579227696406,49391.4358974359
380,61839008716.0,2011,618390.0,99,99,17.0,125.0,33.959079,-118.357738,435.0,CITY HONORS COLLEGE PREPARATORY CHARTER,28.735632183908045,061839008716,14.0,0.04100946372239748,0.0,60981.07142857143
381,61887011787.0,2011,618870.0,99,99,21.0,10.0,34.27641,-118.7886,1246.0,CALIFORNIA VIRTUAL ACADEMY @ SAN MATEO,0.8025682182985553,061887011787,38.0,0.0318118948824343,0.0,51917.10526315789
382,61893002293.0,2011,618930.0,99,99,8.0,111.0,37.696046,-122.467302,1181.0,JEFFERSON HIGH,9.398814563928875,061893002293,53.0,0.05332167832167832,0.0,56032.47169811321
383,61893002294.0,2011,618930.0,99,99,11.0,83.0,37.63879,-122.48662,613.0,OCEANA HIGH,13.539967373572596,061893002294,20.0,0.06623586429725363,0.0,56217.35
384,61893002296.0,2011,618930.0,99,99,4.0,201.0,37.595057,-122.47555,1230.0,TERRA NOVA HIGH,16.34146341463415,061893002296,49.0,0.04266958424507659,0.0,56784.91836734694
385,61893002298.0,2011,618930.0,99,99,4.0,224.0,37.683895,-122.483033,1723.0,WESTMOOR HIGH,13.000580383052815,061893002298,67.0,0.04496516782773907,0.0,59812.53731343283
386,61899002302.0,2011,618990.0,99,99,4.0,57.0,38.05384,-122.221419,480.0,JOHN SWETT HIGH,11.875,061899002302,24.0,0.04554079696394687,0.0,60201.333333333336
387,61911002305.0,2011,619110.0,99,99,6.0,36.0,33.077096,-116.595139,169.0,JULIAN HIGH,21.301775147928996,061911002305,11.0,0.07692307692307693,0.0,61217.181818181816
388,61926002318.0,2011,619260.0,99,99,79.0,88.0,33.999102,-117.426691,1664.0,RUBIDOUX HIGH,5.288461538461538,061926002318,75.0,0.04643765903307888,0.004452926208651399,52495.85333333333
389,61926009556.0,2011,619260.0,99,99,55.0,197.0,34.002362,-117.521324,1874.0,JURUPA VALLEY HIGH,10.512273212379936,061926009556,81.0,0.030678466076696165,0.004129793510324484,62063.16049382716
390,61926012095.0,2011,619260.0,99,99,59.0,281.0,34.00859,-117.450717,2378.0,PATRIOT HIGH,11.816652649285112,061926012095,95.0,0.04039115646258504,0.003401360544217687,60750.70526315789
391,61932002325.0,2011,619320.0,99,99,0.0,9.0,38.974633,-122.830135,564.0,KELSEYVILLE HIGH,1.5957446808510638,061932002325,24.0,0.07969639468690702,0.0012903225806451613,61420.375
392,61949008866.0,2011,619490.0,99,99,8.0,114.0,36.732531,-120.065982,1242.0,KERMAN HIGH,9.178743961352657,061949008866,57.0,0.0438957475994513,0.0013717421124828531,57064.98245614035
393,61954002041.0,2011,619540.0,99,99,98.0,233.0,35.398516,-119.097822,1797.0,CENTENNIAL HIGH,12.96605453533667,061954002041,68.0,0.04300543746910529,0.0021651013346515075,76445.41176470589
394,61954002339.0,2011,619540.0,99,99,12.0,268.0,35.218153,-118.8359,2487.0,ARVIN HIGH,10.776035383996783,061954002339,139.0,0.044156832889227254,0.0024743052912067,55665.388489208635
395,61954002340.0,2011,619540.0,99,99,170.0,214.0,35.369666,-119.024784,2824.0,BAKERSFIELD HIGH,7.577903682719548,061954002340,109.0,0.04679972470750172,0.0027529249827942187,72230.18348623853
396,61954002343.0,2011,619540.0,99,99,103.0,173.0,35.381109,-118.964744,2246.0,EAST BAKERSFIELD HIGH,7.702582368655388,061954002343,98.0,0.042625745950554135,0.0033844842284739985,67895.1836734694
397,61954002344.0,2011,619540.0,99,99,4.0,0.0,35.364828,-118.916455,1974.0,FOOTHILL HIGH,0.0,061954002344,86.0,0.049494949494949494,0.003095959595959596,72185.83720930232
398,61954002345.0,2011,619540.0,99,99,175.0,104.0,35.400829,-118.933709,1935.0,HIGHLAND HIGH,5.374677002583979,061954002345,84.0,0.045582706766917294,0.0024671052631578946,68483.91666666667
399,61954002347.0,2011,619540.0,99,99,27.0,20.0,35.607778,-118.464967,531.0,KERN VALLEY HIGH,3.766478342749529,061954002347,26.0,0.06221198156682028,0.01009216589861751,64443.0
400,61954002350.0,2011,619540.0,99,99,187.0,92.0,35.429666,-119.027383,1809.0,NORTH HIGH,5.085682697622996,061954002350,80.0,0.04883720930232558,0.003563953488372093,69246.6125
401,61954002352.0,2011,619540.0,99,99,88.0,77.0,35.508429,-119.268396,1527.0,SHAFTER HIGH,5.0425671250818604,061954002352,64.0,0.045787545787545784,0.0037423687423687423,69020.75
402,61954002356.0,2011,619540.0,99,99,129.0,65.0,35.343209,-119.059799,2110.0,WEST HIGH,3.080568720379147,061954002356,83.0,0.04970178926441352,0.0037922465208747513,75323.31325301205
403,61954003116.0,2011,619540.0,99,99,130.0,109.0,35.277228,-119.058276,2196.0,RIDGEVIEW HIGH,4.963570127504554,061954003116,85.0,0.05061289047054172,0.002819296164491894,69592.82352941176
404,61954007994.0,2011,619540.0,99,99,70.0,304.0,35.366421,-119.128967,1801.0,LIBERTY HIGH,16.87951138256524,061954007994,70.0,0.03842459173871278,0.0032420749279538905,73992.9
405,61954010223.0,2011,619540.0,99,99,81.0,327.0,35.326801,-119.124875,2069.0,STOCKDALE HIGH,15.80473658772354,061954010223,80.0,0.04288240495137047,0.0027099911582670203,75834.45
406,61954011297.0,2011,619540.0,99,99,29.0,151.0,35.279506,-119.009556,2525.0,GOLDEN VALLEY HIGH,5.98019801980198,061954011297,96.0,0.04519309778142974,0.0034428923582580117,69058.58333333333
407,61954011601.0,2011,619540.0,99,99,172.0,269.0,35.417791,-119.148188,2481.0,FRONTIER HIGH,10.842402257154374,061954011601,88.0,0.04242424242424243,0.001974025974025974,72849.82954545454
408,61954012132.0,2011,619540.0,99,99,290.0,115.0,35.282669,-119.109889,1784.0,INDEPENDENCE HIGH,6.446188340807176,061954012132,70.0,0.04083570750237417,0.0017236467236467236,66190.55714285714
409,61954012155.0,2011,619540.0,99,99,144.0,67.0,35.337631,-118.933281,2015.0,MIRA MONTE HIGH,3.325062034739454,061954012155,79.0,0.0449486301369863,0.0033732876712328766,58298.88607594937
410,61965002360.0,2011,619650.0,99,99,9.0,39.0,36.208641,-121.135652,889.0,KING CITY HIGH,4.386951631046119,061965002360,39.0,0.04553903345724907,0.0018587360594795538,66852.20512820513
411,61965008221.0,2011,619650.0,99,99,39.0,73.0,36.321228,-121.243821,864.0,GREENFIELD HIGH,8.449074074074074,061965008221,37.0,0.04258943781942078,0.0017035775127768314,61352.10810810811
412,61970002374.0,2011,619700.0,99,99,4.0,229.0,36.601503,-119.45524,1925.0,REEDLEY HIGH,11.896103896103897,061970002374,77.0,0.04294478527607362,0.0,58596.168831168834
413,61970010782.0,2011,619700.0,99,99,0.0,68.0,36.61216,-119.321077,599.0,ORANGE COVE HIGH,11.352253756260435,061970010782,27.0,0.05674846625766871,0.0,57040.25925925926
414,61983002383.0,2011,619830.0,99,99,4.0,56.0,36.518601,-119.546587,1072.0,KINGSBURG HIGH,5.223880597014925,061983002383,46.0,0.047619047619047616,0.0,69556.84782608696
415,61995002390.0,2011,619950.0,99,99,0.0,14.0,41.05231,-123.677298,244.0,HOOPA VALLEY HIGH,5.737704918032787,061995002390,18.0,0.08713692946058091,0.004149377593360996,46553.166666666664
416,62007002401.0,2011,620070.0,99,99,29.0,21.0,38.914994,-122.607906,750.0,LOWER LAKE HIGH,2.8000000000000003,062007002401,39.0,0.04287369640787949,0.0,47629.743589743586
417,62013002408.0,2011,620130.0,99,99,0.0,0.0,34.193062,-118.179132,2117.0,LA CANADA HIGH,0.0,062013002408,86.0,0.04377104377104377,0.000962000962000962,64820.08139534884
418,62037002454.0,2011,620370.0,99,99,0.0,272.0,33.541787,-117.776071,997.0,LAGUNA BEACH HIGH,27.28184553660983,062037002454,47.0,0.04797047970479705,0.0027675276752767526,93198.51063829787
419,62064002481.0,2011,620640.0,99,99,13.0,192.0,38.910054,-120.016071,1053.0,SOUTH TAHOE HIGH,18.233618233618234,062064002481,50.0,0.05133267522211254,0.0026850937808489636,58474.82
420,62079012287.0,2011,620790.0,99,99,0.0,0.0,33.170617,-117.220465,398.0,NATIONAL UNIVERSITY ACADEMY,0.0,062079012287,35.0,0.05731523378582202,0.0,25543.057142857142
421,62100002518.0,2011,621000.0,99,99,0.0,0.0,34.151155,-118.749346,2184.0,AGOURA HIGH,0.0,062100002518,132.0,0.04138594802694899,0.0,42425.128787878784
422,62100002519.0,2011,621000.0,99,99,0.0,0.0,34.138933,-118.62804,1810.0,CALABASAS HIGH,0.0,062100002519,104.0,0.0365,0.0,41809.83653846154
423,62106002532.0,2011,621060.0,99,99,0.0,26.0,40.416115,-120.656319,875.0,LASSEN HIGH,2.9714285714285715,062106002532,34.0,0.0428921568627451,0.00196078431372549,54252.32352941176
424,62115002537.0,2011,621150.0,99,99,2.0,31.0,36.435044,-119.682488,207.0,LATON HIGH,14.975845410628018,062115002537,13.0,0.06806282722513089,0.0,53043.0
425,62121008718.0,2011,621210.0,99,99,2.0,105.0,33.882562,-118.354912,484.0,ENVIRONMENTAL CHARTER HIGH,21.694214876033058,062121008718,26.0,0.06309751434034416,0.0,56671.57692307692
426,62140002561.0,2011,621400.0,99,99,122.0,385.0,36.296991,-119.779088,1872.0,LEMOORE HIGH,20.566239316239315,062140002561,82.0,0.050483351235230935,0.0021482277121374865,64035.28048780488
427,62142011328.0,2011,621420.0,99,99,4.0,187.0,33.934781,-118.352468,565.0,"LENNOX MATHEMATICS, SCIENCE AND TECHNOLOGY ACADEMY",33.097345132743364,062142011328,24.0,0.04631217838765009,0.0017152658662092624,59902.625
428,62154011478.0,2011,621540.0,99,99,9.0,6.0,34.276384,-118.788591,1159.0,CALIFORNIA VIRTUAL ACADEMY @ SONOMA,0.5176876617773942,062154011478,50.0,0.030254777070063694,0.0,40410.7
429,62160002573.0,2011,621600.0,99,99,35.0,244.0,37.935854,-121.694054,2131.0,LIBERTY HIGH,11.450023463162834,062160002573,99.0,0.04608294930875576,0.0019201228878648233,61440.10101010101
430,62160005726.0,2011,621600.0,99,99,91.0,188.0,37.970633,-121.717816,2536.0,FREEDOM HIGH,7.413249211356467,062160005726,105.0,0.045384615384615384,0.0019230769230769232,60098.84761904762
431,62160010755.0,2011,621600.0,99,99,60.0,335.0,37.922854,-121.755908,2200.0,HERITAGE HIGH,15.227272727272728,062160010755,90.0,0.04236300038865138,0.00194325689856199,62975.63333333333
432,62169002579.0,2011,621690.0,99,99,0.0,293.0,38.011151,-121.338029,2719.0,LINCOLN HIGH,10.776020595807283,062169002579,111.0,0.04343293954134816,0.0006949270326615705,57431.90990990991
433,62181002589.0,2011,621810.0,99,99,14.0,134.0,38.020449,-121.088786,719.0,LINDEN HIGH,18.636995827538247,062181002589,35.0,0.054773082942097026,0.0,50863.37142857143
434,62187002595.0,2011,621870.0,99,99,79.0,67.0,36.211211,-119.071956,1050.0,LINDSAY SENIOR HIGH,6.380952380952381,062187002595,45.0,0.04990757855822551,0.0,58395.066666666666
435,62199011259.0,2011,621990.0,99,99,0.0,0.0,36.965044,-121.98321,150.0,CYPRESS CHARTER HIGH,0.0,062199011259,11.0,0.07857142857142857,0.0,38504.63636363636
436,62205002615.0,2011,622050.0,99,99,12.0,40.0,39.277012,-121.657315,520.0,LIVE OAK HIGH,7.6923076923076925,062205002615,23.0,0.05185185185185185,0.0,64421.565217391304
437,62211002626.0,2011,622110.0,99,99,74.0,356.0,37.674326,-121.787187,2125.0,GRANADA HIGH,16.752941176470586,062211002626,87.0,0.04732419283502875,0.0,58574.011494252874
438,62211002630.0,2011,622110.0,99,99,126.0,298.0,37.681116,-121.760092,1929.0,LIVERMORE HIGH,15.448418869880767,062211002630,80.0,0.04648760330578512,0.0,60596.5625
439,62223002658.0,2011,622230.0,99,99,444.0,0.0,38.13359,-121.291249,2025.0,LODI HIGH,0.0,062223002658,73.0,0.0426605504587156,0.0022935779816513763,59506.27397260274
440,62223002665.0,2011,622230.0,99,99,300.0,0.0,38.10832,-121.2845,2101.0,TOKAY HIGH,0.0,062223002665,72.0,0.03998073217726397,0.0019267822736030828,60602.375
441,62223010314.0,2011,622230.0,99,99,423.0,0.0,38.050515,-121.353586,1932.0,BEAR CREEK HIGH,0.0,062223010314,70.0,0.04257288292457196,0.0018509949097639982,62807.75714285715
442,62223011418.0,2011,622230.0,99,99,197.0,0.0,38.039356,-121.298591,1844.0,RONALD E. MCNAIR HIGH,0.0,062223011418,70.0,0.03735632183908046,0.0022988505747126436,54121.514285714286
443,62241002677.0,2011,622410.0,99,99,31.0,93.0,34.712284,-120.474099,1427.0,CABRILLO HIGH,6.517168885774352,062241002677,65.0,0.053446940356312936,0.0,56497.86153846154
444,62241002684.0,2011,622410.0,99,99,51.0,57.0,34.647531,-120.46414,1350.0,LOMPOC HIGH,4.222222222222222,062241002684,65.0,0.05059920106524634,0.0,55074.03076923077
445,62250002728.0,2011,622500.0,99,99,30.0,220.0,33.872514,-118.185251,3589.0,JORDAN HIGH,6.129841181387573,062250002728,158.0,0.0491307634164777,0.0024565381708238853,52243.620253164554
446,62250002733.0,2011,622500.0,99,99,185.0,563.0,33.838501,-118.122408,4058.0,LAKEWOOD HIGH,13.873829472646623,062250002733,166.0,0.043178973717146435,0.002190237797246558,55874.909638554214
447,62250002745.0,2011,622500.0,99,99,289.0,809.0,33.807436,-118.110512,4057.0,MILLIKAN HIGH,19.940842987429136,062250002745,168.0,0.04160887656033287,0.001941747572815534,53060.04761904762
448,62250002751.0,2011,622500.0,99,99,260.0,823.0,33.786994,-118.18341,4745.0,POLYTECHNIC HIGH,17.344573234984196,062250002751,183.0,0.038387252535007244,0.0016900048285852245,54724.81420765027
449,62250002769.0,2011,622500.0,99,99,234.0,902.0,33.777904,-118.14082,4148.0,WILSON HIGH,21.745419479267117,062250002769,164.0,0.04374831217931407,0.0027005130974885228,53719.59756097561
450,62250005870.0,2011,622500.0,99,99,50.0,373.0,33.793657,-118.215848,3164.0,CABRILLO HIGH,11.788874841972188,062250005870,129.0,0.0489060489060489,0.000429000429000429,52771.186046511626
451,62250007299.0,2011,622500.0,99,99,15.0,35.0,33.338766,-118.332526,629.0,AVALON K-12,5.5643879173290935,062250007299,35.0,0.07005253940455342,0.003064798598949212,67975.45714285714
452,62250008720.0,2011,622500.0,99,99,19.0,90.0,33.776786,-118.189927,487.0,RENAISSANCE HIGH SCHOOL FOR THE ARTS,18.480492813141684,062250008720,19.0,0.05172413793103448,0.0024630541871921183,67331.42105263157
453,62250009901.0,2011,622500.0,99,99,22.0,185.0,33.86645,-118.257132,659.0,CALIFORNIA ACADEMY OF MATHEMATICS AND SCIENCE,28.072837632776938,062250009901,29.0,0.041979010494752625,0.0,64478.51724137931
454,62259007304.0,2011,622590.0,99,99,76.0,706.0,33.81109,-118.069995,3125.0,LOS ALAMITOS HIGH,22.592000000000002,062259007304,106.0,0.03863987635239567,0.0020865533230293664,77835.88679245283
455,62271002838.0,2011,622710.0,99,99,62.0,295.0,33.794444,-118.261177,3058.0,PHINEAS BANNING SENIOR HIGH,9.646827992151733,062271002838,125.0,0.04875051208521098,0.0,62407.128
456,62271002844.0,2011,622710.0,99,99,31.0,461.0,33.974365,-118.1904,4290.0,BELL SENIOR HIGH,10.745920745920747,062271002844,176.0,0.045611345343043314,0.0,62909.53977272727
457,62271002890.0,2011,622710.0,99,99,37.0,208.0,34.195171,-118.604828,1731.0,CANOGA PARK SENIOR HIGH,12.016175621028308,062271002890,80.0,0.05441696113074205,0.0,46604.9125
458,62271002899.0,2011,622710.0,99,99,43.0,336.0,33.823567,-118.275115,2821.0,CARSON SENIOR HIGH,11.910669975186105,062271002899,108.0,0.04473684210526316,0.0006578947368421052,53126.7037037037
459,62271002916.0,2011,622710.0,99,99,106.0,393.0,34.252513,-118.585476,2738.0,CHATSWORTH SENIOR HIGH,14.35354273192111,062271002916,104.0,0.04881974248927039,0.0,46406.182692307695
460,62271002923.0,2011,622710.0,99,99,183.0,623.0,34.217455,-118.548365,3654.0,GROVER CLEVELAND HIGH,17.049808429118773,062271002923,126.0,0.04243191893603546,0.0,59656.119047619046
461,62271002941.0,2011,622710.0,99,99,9.0,138.0,33.997113,-118.329162,1454.0,CRENSHAW SENIOR HIGH,9.491059147180192,062271002941,86.0,0.06402048655569782,0.0,40720.023255813954
462,62271002965.0,2011,622710.0,99,99,26.0,120.0,34.02296,-118.3478,1380.0,SUSAN MILLER DORSEY SENIOR HIGH,8.695652173913043,062271002965,83.0,0.05452674897119342,0.0,50101.7108433735
463,62271002970.0,2011,622710.0,99,99,49.0,682.0,34.131842,-118.206437,2655.0,EAGLE ROCK HIGH,25.687382297551792,062271002970,101.0,0.043440860215053764,0.0,55370.32673267327
464,62271002983.0,2011,622710.0,99,99,37.0,221.0,33.963164,-118.182364,1774.0,ELIZABETH LEARNING CENTER,12.45772266065389,062271002983,84.0,0.045075125208681135,0.0,58872.02380952381
465,62271002998.0,2011,622710.0,99,99,31.0,281.0,34.08284,-118.359927,2407.0,FAIRFAX SENIOR HIGH,11.674283340257583,062271002998,95.0,0.043795620437956206,0.0,50562.43157894737
466,62271003017.0,2011,622710.0,99,99,41.0,214.0,34.019213,-118.306424,2040.0,FOSHAY LEARNING CENTER,10.490196078431373,062271003017,79.0,0.044538706256627786,0.0,54072.6582278481
467,62271003020.0,2011,622710.0,99,99,31.0,405.0,34.222999,-118.403656,2990.0,JOHN H. FRANCIS POLYTECHNIC,13.54515050167224,062271003020,116.0,0.04953000723065799,0.0,55727.35344827586
468,62271003021.0,2011,622710.0,99,99,38.0,256.0,34.115987,-118.19881,1862.0,BENJAMIN FRANKLIN SENIOR HIGH,13.748657357679914,062271003021,77.0,0.0511727078891258,0.0,50992.11688311688
469,62271003023.0,2011,622710.0,99,99,206.0,296.0,33.96969,-118.268887,3488.0,JOHN C. FREMONT SENIOR HIGH,8.486238532110093,062271003023,144.0,0.05344735435595938,0.0,47774.52777777778
470,62271003029.0,2011,622710.0,99,99,15.0,166.0,34.207902,-118.458207,2215.0,ROBERT FULTON COLLEGE PREPARATORY,7.494356659142213,062271003029,87.0,0.04661558109833972,0.0,51434.89655172414
