ncessch,year,leaid,race,sex,students_AP_exam_none,students_AP_exam_oneormore,latitude,longitude,enrollment,school_name
60006204231.0,2013,600062.0,99,99,179.0,20.0,37.7614,-120.8543,1623.0,OAKDALE HIGH
60006308657.0,2013,600063.0,99,99,0.0,108.0,37.6366,-120.7759,583.0,WATERFORD HIGH
60006310698.0,2013,600063.0,99,99,0.0,14.0,37.6395,-120.7629,2213.0,CONNECTING WATERS CHARTER
60006404879.0,2013,600064.0,99,99,35.0,247.0,36.0829,-119.0511,1850.0,MONACHE HIGH
60006404880.0,2013,600064.0,99,99,28.0,194.0,36.0649,-119.0278,1869.0,PORTERVILLE HIGH
60006408426.0,2013,600064.0,99,99,13.0,116.0,36.0682,-118.9777,1121.0,GRANITE HILLS HIGH
60006411535.0,2013,600064.0,99,99,7.0,50.0,36.1446,-119.0656,306.0,STRATHMORE HIGH
60006412356.0,2013,600064.0,99,99,0.0,165.0,36.1427,-119.0651,488.0,HARMONY MAGNET ACADEMY
60006501242.0,2013,600065.0,99,99,32.0,159.0,36.5413,-119.3864,1911.0,DINUBA HIGH
60006700731.0,2013,600067.0,99,99,0.0,153.0,36.5398,-119.8383,576.0,CARUTHERS HIGH
60006810542.0,2013,600068.0,99,99,30.0,112.0,36.9253,-119.8965,577.0,LIBERTY HIGH
60006908607.0,2013,600069.0,99,99,78.0,199.0,33.2797,-117.0246,1166.0,VALLEY CENTER HIGH
62271011313.0,2013,622710.0,99,99,15.0,156.0,34.0232,-118.2034,618.0,OSCAR DE LA HOYA ANIMO CHARTER HIGH
62271010848.0,2013,622710.0,99,99,7.0,172.0,33.9972,-118.4633,601.0,ANIMO VENICE CHARTER HIGH
62271011635.0,2013,622710.0,99,99,7.0,102.0,34.0127,-118.2439,621.0,ANIMO RALPH BUNCHE HIGH
62271011636.0,2013,622710.0,99,99,7.0,79.0,34.0179,-118.2754,585.0,ANIMO JACKIE ROBINSON HIGH
62271011640.0,2013,622710.0,99,99,9.0,95.0,33.918,-118.2649,542.0,ANIMO WATTS COLLEGE PREPARATORY ACADEMY
62271012248.0,2013,622710.0,99,99,23.0,181.0,33.9361,-118.2673,2036.0,ALAIN LEROY LOCKE COLLEGE PREP ACADEMY
62271012903.0,2013,622710.0,99,99,34.0,0.0,33.9445,-118.2311,452.0,ANIMO COLLEGE PREPARATORY ACADEMY
62271010836.0,2013,622710.0,99,99,20.0,120.0,33.933,-118.3083,636.0,ANIMO SOUTH LOS ANGELES CHARTER
62271010849.0,2013,622710.0,99,99,4.0,66.0,33.9631,-118.2426,613.0,ANIMO PAT BROWN
62142008504.0,2013,621420.0,99,99,22.0,176.0,33.9348,-118.3477,619.0,ANIMO LEADERSHIP HIGH
61839010538.0,2013,618390.0,99,99,12.0,109.0,33.9604,-118.3314,624.0,ANIMO INGLEWOOD CHARTER HIGH
60011612212.0,2013,600116.0,99,99,12.0,39.0,37.1233,-119.7308,276.0,MINARETS HIGH
60011613035.0,2013,600116.0,99,99,26.0,28.0,37.1245,-119.73,249.0,MINARETS CHARTER HIGH
60013611207.0,2013,600136.0,99,99,0.0,12.0,34.0602,-117.7506,580.0,SCHOOL OF ARTS AND ENTERPRISE
60015310929.0,2013,600153.0,99,99,133.0,609.0,34.0928,-118.1285,2692.0,ALHAMBRA HIGH
60015310930.0,2013,600153.0,99,99,20.0,610.0,34.0705,-118.1154,2356.0,MARK KEPPEL HIGH
60015310931.0,2013,600153.0,99,99,110.0,577.0,34.0933,-118.1087,2362.0,SAN GABRIEL HIGH
60015811503.0,2013,600158.0,99,99,193.0,220.0,37.5313,-120.8782,2184.0,JOHN H. PITMAN HIGH
60015811505.0,2013,600158.0,99,99,54.0,346.0,37.4994,-120.8323,2211.0,TURLOCK HIGH
60015901474.0,2013,600159.0,99,99,0.0,10.0,41.461,-122.8989,180.0,ETNA UNION HIGH
60016007023.0,2013,600160.0,99,99,47.0,32.0,37.3291,-119.6324,698.0,YOSEMITE HIGH
60141406031.0,2013,601414.0,99,99,283.0,641.0,34.4307,-119.6956,2177.0,SANTA BARBARA SENIOR HIGH
60141406029.0,2013,601414.0,99,99,197.0,329.0,34.4391,-119.7873,1942.0,SAN MARCOS SENIOR HIGH
60141406017.0,2013,601414.0,99,99,246.0,545.0,34.4386,-119.8769,2140.0,DOS PUEBLOS SENIOR HIGH
60133106605.0,2013,601331.0,99,99,22.0,92.0,40.7385,-122.9484,349.0,TRINITY HIGH
60133201985.0,2013,601332.0,99,99,74.0,64.0,38.681,-121.3491,1077.0,FOOTHILL HIGH
60133201987.0,2013,601332.0,99,99,34.0,249.0,38.6348,-121.4349,1984.0,GRANT UNION HIGH
60133201988.0,2013,601332.0,99,99,19.0,101.0,38.6876,-121.3577,823.0,HIGHLANDS HIGH
60133201991.0,2013,601332.0,99,99,33.0,189.0,38.6821,-121.4384,1751.0,RIO LINDA HIGH
60133412395.0,2013,601334.0,99,99,17.0,177.0,37.4738,-122.2039,409.0,EVEREST PUBLIC HIGH
60133712390.0,2013,601337.0,99,99,64.0,132.0,38.8117,-121.298,728.0,WESTERN SIERRA COLLEGIATE ACADEMY
60133902078.0,2013,601339.0,99,99,20.0,38.0,39.7444,-122.0192,270.0,HAMILTON HIGH
60134412554.0,2013,601344.0,99,99,0.0,69.0,37.6901,-121.7706,440.0,LIVERMORE VALLEY CHARTER PREPARATORY HIGH
60140900491.0,2013,601409.0,99,99,11.0,85.0,37.3631,-118.3993,667.0,BISHOP UNION HIGH
60141112672.0,2013,601411.0,99,99,12.0,10.0,37.7878,-122.411,120.0,SAN FRANCISCO FLEX ACADEMY
60141506864.0,2013,601415.0,99,99,0.0,19.0,36.6477,-119.7929,1044.0,WASHINGTON HIGH
60141806996.0,2013,601418.0,99,99,4.0,135.0,36.4202,-119.1028,731.0,WOODLAKE HIGH
60142106114.0,2013,601421.0,99,99,7.0,202.0,34.3564,-119.0695,1542.0,SANTA PAULA HIGH
60162000002.0,2013,601620.0,99,99,144.0,134.0,33.8451,-118.0731,1493.0,ARTESIA HIGH
60162000010.0,2013,601620.0,99,99,332.0,888.0,33.865,-118.0651,2160.0,CERRITOS HIGH
60162000014.0,2013,601620.0,99,99,95.0,438.0,33.8739,-118.0947,1961.0,GAHR (RICHARD) HIGH
60162000029.0,2013,601620.0,99,99,175.0,507.0,33.878,-118.0544,1022.0,WHITNEY (GRETCHEN) HIGH
60165000032.0,2013,601650.0,99,99,24.0,474.0,37.9046,-122.097,1342.0,ACALANES HIGH
60165000033.0,2013,601650.0,99,99,73.0,512.0,37.8668,-122.1276,1260.0,CAMPOLINDO HIGH
60165000035.0,2013,601650.0,99,99,73.0,463.0,37.891,-122.055,1548.0,LAS LOMAS HIGH
60165000036.0,2013,601650.0,99,99,67.0,477.0,37.841,-122.1461,1125.0,MIRAMONTE HIGH
60177000041.0,2013,601770.0,99,99,56.0,625.0,37.7647,-122.2468,1787.0,ALAMEDA HIGH
60177000045.0,2013,601770.0,99,99,76.0,237.0,37.7716,-122.2895,1038.0,ENCINAL HIGH
60186000059.0,2013,601860.0,99,99,259.0,278.0,37.8955,-122.2912,1182.0,ALBANY HIGH
60243000134.0,2013,602430.0,99,99,121.0,317.0,33.9087,-117.4791,2504.0,LA SIERRA HIGH
60243000137.0,2013,602430.0,99,99,108.0,345.0,33.9503,-117.4732,2185.0,NORTE VISTA HIGH
60243013184.0,2013,602430.0,99,99,10.0,78.0,33.8906,-117.485,855.0,HILLCREST HIGH
60245008786.0,2013,602450.0,99,99,145.0,27.0,38.3981,-120.8118,646.0,AMADOR HIGH
60245008787.0,2013,602450.0,99,99,70.0,21.0,38.3562,-120.7928,530.0,ARGONAUT HIGH
60263000169.0,2013,602630.0,99,99,10.0,398.0,33.8337,-117.9242,3199.0,ANAHEIM HIGH
60263000172.0,2013,602630.0,99,99,10.0,642.0,33.8202,-118.0292,2687.0,CYPRESS HIGH
60263000176.0,2013,602630.0,99,99,13.0,291.0,33.824,-117.8855,2600.0,KATELLA HIGH
60263000177.0,2013,602630.0,99,99,15.0,522.0,33.841,-118.0377,2305.0,JOHN F. KENNEDY HIGH
60263000180.0,2013,602630.0,99,99,12.0,300.0,33.8117,-117.9438,2481.0,LOARA HIGH
60263000182.0,2013,602630.0,99,99,18.0,283.0,33.8162,-117.9726,1854.0,MAGNOLIA HIGH
60263000187.0,2013,602630.0,99,99,18.0,261.0,33.8346,-117.9704,2111.0,SAVANNA HIGH
60263000192.0,2013,602630.0,99,99,7.0,168.0,33.8257,-118.0035,2155.0,WESTERN HIGH
60263007580.0,2013,602630.0,99,99,0.0,480.0,33.8238,-118.0422,1172.0,OXFORD ACADEMY
60267000193.0,2013,602670.0,99,99,0.0,184.0,38.4074,-122.8254,1369.0,ANALY HIGH
60267000194.0,2013,602670.0,99,99,7.0,49.0,38.4813,-122.8887,605.0,EL MOLINO HIGH
60270000196.0,2013,602700.0,99,99,0.0,109.0,40.4432,-122.3052,669.0,ANDERSON HIGH
60270007642.0,2013,602700.0,99,99,0.0,198.0,40.3963,-122.4032,943.0,WEST VALLEY HIGH
60273000199.0,2013,602730.0,99,99,4.0,29.0,39.0121,-123.3755,265.0,ANDERSON VALLEY JUNIOR-SENIOR HIGH
60282000203.0,2013,602820.0,99,99,72.0,156.0,34.6992,-118.1303,1726.0,ANTELOPE VALLEY HIGH
60282000205.0,2013,602820.0,99,99,181.0,277.0,34.5742,-118.09,2853.0,PALMDALE HIGH
60282000206.0,2013,602820.0,99,99,196.0,435.0,34.6587,-118.2381,3135.0,QUARTZ HILL HIGH
60282004582.0,2013,602820.0,99,99,292.0,285.0,34.6947,-118.1895,2318.0,LANCASTER HIGH
60282009515.0,2013,602820.0,99,99,239.0,435.0,34.5918,-118.1756,3032.0,HIGHLAND HIGH
60282009516.0,2013,602820.0,99,99,95.0,214.0,34.5736,-117.9371,1531.0,LITTLEROCK HIGH
60282010823.0,2013,602820.0,99,99,270.0,365.0,34.6802,-118.0702,2353.0,EASTSIDE HIGH
60282011346.0,2013,602820.0,99,99,143.0,529.0,34.5642,-118.0084,3159.0,WILLIAM J. (PETE) KNIGHT HIGH
60282012172.0,2013,602820.0,99,99,0.0,0.0,34.2782,-118.7885,619.0,LOS ANGELES COUNTY ONLINE HIGH
60282013154.0,2013,602820.0,99,99,2.0,0.0,34.6602,-118.2429,237.0,ACADEMIES OF THE ANTELOPE VALLEY
60285000207.0,2013,602850.0,99,99,218.0,165.0,38.0063,-121.8163,1843.0,ANTIOCH HIGH
60285005724.0,2013,602850.0,99,99,179.0,358.0,37.9636,-121.7752,2622.0,DEER VALLEY HIGH
60285012278.0,2013,602850.0,99,99,56.0,142.0,37.9481,-121.7682,648.0,DOZIER-LIBBEY MEDICAL HIGH
60297000223.0,2013,602970.0,99,99,270.0,937.0,34.1299,-118.0389,3490.0,ARCADIA HIGH
60303000238.0,2013,603030.0,99,99,19.0,122.0,40.8776,-124.0897,832.0,ARCATA HIGH
60303000239.0,2013,603030.0,99,99,69.0,32.0,40.9551,-124.109,614.0,MCKINLEYVILLE HIGH
60303010800.0,2013,603030.0,99,99,10.0,4.0,40.8776,-124.0897,101.0,SIX RIVERS CHARTER HIGH
60309008155.0,2013,603090.0,99,99,0.0,6.0,38.9133,-123.6927,84.0,PACIFIC COMMUNITY CHARTER
60318011996.0,2013,603180.0,99,99,12.0,4.0,34.2764,-118.7886,558.0,CALIFORNIA VIRTUAL ACADEMY @ KINGS
60330000247.0,2013,603300.0,99,99,120.0,184.0,35.4831,-120.6726,1348.0,ATASCADERO HIGH
60360000268.0,2013,603600.0,99,99,21.0,193.0,34.1245,-117.8975,1399.0,AZUSA HIGH
60360000273.0,2013,603600.0,99,99,23.0,188.0,34.1044,-117.9132,1296.0,GLADSTONE HIGH
60369000324.0,2013,603690.0,99,99,17.0,325.0,34.0839,-117.9486,2077.0,BALDWIN PARK HIGH
60369000338.0,2013,603690.0,99,99,17.0,420.0,34.0762,-117.9801,1971.0,SIERRA VISTA HIGH
60384000347.0,2013,603840.0,99,99,103.0,148.0,33.9172,-116.8782,1116.0,BANNING HIGH
60402000355.0,2013,604020.0,99,99,198.0,55.0,34.8937,-117.0279,1336.0,BARSTOW HIGH
60411000371.0,2013,604110.0,99,99,173.0,0.0,34.0518,-117.9771,1094.0,BASSETT SENIOR HIGH
60423000381.0,2013,604230.0,99,99,70.0,0.0,34.256,-116.8257,798.0,BIG BEAR HIGH
60429000386.0,2013,604290.0,99,99,594.0,231.0,33.9649,-116.9798,2608.0,BEAUMONT SENIOR HIGH
60444000396.0,2013,604440.0,99,99,6.0,176.0,33.8938,-118.115,2797.0,BELLFLOWER HIGH
60444000402.0,2013,604440.0,99,99,168.0,165.0,33.8643,-118.1162,3245.0,MAYFAIR HIGH
60462000422.0,2013,604620.0,99,99,142.0,288.0,38.0648,-122.1742,1650.0,BENICIA HIGH
60474000432.0,2013,604740.0,99,99,293.0,693.0,37.8662,-122.2713,3145.0,BERKELEY HIGH
60483000471.0,2013,604830.0,99,99,30.0,474.0,34.0623,-118.4116,1705.0,BEVERLY HILLS HIGH
60504000486.0,2013,605040.0,99,99,23.0,0.0,39.4154,-121.7031,142.0,BIGGS HIGH
60524000495.0,2013,605240.0,99,99,28.0,29.0,38.8461,-120.8608,563.0,GOLDEN SIERRA JUNIOR SENIOR HIGH
60561000505.0,2013,605610.0,99,99,146.0,392.0,34.107,-117.7663,2026.0,BONITA HIGH
60561000514.0,2013,605610.0,99,99,202.0,228.0,34.0989,-117.8234,1268.0,SAN DIMAS HIGH
60570000518.0,2013,605700.0,99,99,0.0,23.0,33.2654,-116.3818,122.0,BORREGO SPRINGS HIGH
60582000524.0,2013,605820.0,99,99,91.0,118.0,32.9826,-115.5341,1693.0,BRAWLEY HIGH
60588000529.0,2013,605880.0,99,99,187.0,454.0,33.9321,-117.8762,1928.0,BREA-OLINDA HIGH
60594000537.0,2013,605940.0,99,99,18.0,95.0,38.079,-120.5527,688.0,BRET HARTE UNION HIGH
60645000563.0,2013,606450.0,99,99,300.0,410.0,34.187,-118.3136,2628.0,BURBANK HIGH
60645000564.0,2013,606450.0,99,99,335.0,293.0,34.1697,-118.3276,2623.0,BURROUGHS HIGH
60678000599.0,2013,606780.0,99,99,201.0,300.0,37.4736,-122.4282,995.0,HALF MOON BAY HIGH
60687000625.0,2013,606870.0,99,99,13.0,103.0,38.1998,-120.6843,1006.0,CALAVERAS HIGH
60690000634.0,2013,606900.0,99,99,219.0,274.0,32.6775,-115.4864,2935.0,CALEXICO HIGH
60699000643.0,2013,606990.0,99,99,2.0,50.0,33.1249,-115.5244,336.0,CALIPATRIA HIGH
60702000647.0,2013,607020.0,99,99,14.0,54.0,38.5836,-122.5803,345.0,CALISTOGA JUNIOR-SENIOR HIGH
60723000665.0,2013,607230.0,99,99,83.0,169.0,37.3037,-121.9272,1073.0,DEL MAR HIGH
60723000673.0,2013,607230.0,99,99,19.0,175.0,37.2911,-122.0003,1288.0,PROSPECT HIGH
60723000676.0,2013,607230.0,99,99,57.0,338.0,37.2714,-121.9859,1573.0,WESTMONT HIGH
60723008122.0,2013,607230.0,99,99,58.0,408.0,37.2415,-121.92,1644.0,LEIGH HIGH
60723008350.0,2013,607230.0,99,99,75.0,468.0,37.2538,-121.8992,1396.0,BRANHAM HIGH
60744000685.0,2013,607440.0,99,99,272.0,651.0,33.5428,-117.6712,2441.0,CAPISTRANO VALLEY HIGH
60744000689.0,2013,607440.0,99,99,267.0,671.0,33.4779,-117.7004,2734.0,DANA HILLS HIGH
60744000701.0,2013,607440.0,99,99,147.0,677.0,33.4408,-117.6152,3067.0,SAN CLEMENTE HIGH
60744002328.0,2013,607440.0,99,99,104.0,732.0,33.5608,-117.7191,3029.0,ALISO NIGUEL HIGH
60744008750.0,2013,607440.0,99,99,128.0,617.0,33.5819,-117.6125,2345.0,TESORO HIGH
60744011854.0,2013,607440.0,99,99,289.0,446.0,33.5024,-117.6243,2236.0,SAN JUAN HILLS HIGH
60744012894.0,2013,607440.0,99,99,0.0,0.0,33.4838,-117.6718,144.0,CALIFORNIA PREPARATORY ACADEMY
60750000709.0,2013,607500.0,99,99,129.0,1096.0,33.1637,-117.3293,2982.0,CARLSBAD HIGH
60750008311.0,2013,607500.0,99,99,9.0,17.0,33.1637,-117.3293,56.0,CARLSBAD SEASIDE ACADEMY
60753000718.0,2013,607530.0,99,99,0.0,412.0,36.555,-121.9093,847.0,CARMEL HIGH
60756000727.0,2013,607560.0,99,99,80.0,65.0,34.4104,-119.5166,664.0,CARPINTERIA SENIOR HIGH
60780000742.0,2013,607800.0,99,99,106.0,431.0,37.705,-122.0763,3000.0,CASTRO VALLEY HIGH
60790008805.0,2013,607900.0,99,99,28.0,107.0,38.7197,-121.39,1278.0,CENTER HIGH
60792000756.0,2013,607920.0,99,99,37.0,283.0,33.9175,-118.3634,2120.0,HAWTHORNE HIGH
60792000759.0,2013,607920.0,99,99,50.0,389.0,33.9015,-118.347,1726.0,LEUZINGER HIGH
60792007515.0,2013,607920.0,99,99,57.0,493.0,33.8963,-118.3616,2364.0,LAWNDALE HIGH
60797005777.0,2013,607970.0,99,99,150.0,266.0,36.7881,-119.8833,4149.0,CENTRAL HIGH EAST CAMPUS
,2013,,99,99,33.0,112.0,,,,
60801000771.0,2013,608010.0,99,99,267.0,128.0,32.7884,-115.5646,1896.0,CENTRAL UNION HIGH
60801004486.0,2013,608010.0,99,99,61.0,300.0,32.7766,-115.5803,2005.0,SOUTHWEST HIGH
60813000785.0,2013,608130.0,99,99,133.0,51.0,37.5965,-120.9546,1610.0,CERES HIGH
60813011488.0,2013,608130.0,99,99,2.0,18.0,37.5849,-120.9328,139.0,WHITMORE CHARTER HIGH
60813011489.0,2013,608130.0,99,99,300.0,315.0,37.579,-120.9595,1686.0,CENTRAL VALLEY HIGH
60816000790.0,2013,608160.0,99,99,313.0,319.0,34.1223,-117.6116,2638.0,ALTA LOMA HIGH
60816000791.0,2013,608160.0,99,99,226.0,223.0,34.079,-117.6528,3596.0,CHAFFEY HIGH
60816000793.0,2013,608160.0,99,99,308.0,344.0,34.073,-117.7012,3113.0,MONTCLAIR HIGH
60816000795.0,2013,608160.0,99,99,192.0,164.0,34.0398,-117.6655,2616.0,ONTARIO HIGH
60816001122.0,2013,608160.0,99,99,472.0,279.0,34.1314,-117.5462,3436.0,RANCHO CUCAMONGA HIGH
60816008807.0,2013,608160.0,99,99,299.0,208.0,34.1297,-117.5105,3296.0,ETIWANDA HIGH
60816010605.0,2013,608160.0,99,99,424.0,502.0,34.145,-117.5559,3150.0,LOS OSOS HIGH
60816010606.0,2013,608160.0,99,99,221.0,143.0,34.0166,-117.5683,2202.0,COLONY HIGH
60816013110.0,2013,608160.0,99,99,2.0,2.0,34.0885,-117.6135,116.0,CHAFFEY DISTRICT ONLINE HIGH
60819000801.0,2013,608190.0,99,99,51.0,111.0,34.0985,-117.8614,1756.0,CHARTER OAK HIGH
60837000815.0,2013,608370.0,99,99,18.0,366.0,39.7356,-121.8449,1776.0,CHICO HIGH
60837000827.0,2013,608370.0,99,99,113.0,200.0,39.7607,-121.8163,1865.0,PLEASANT VALLEY HIGH
60837012539.0,2013,608370.0,99,99,33.0,48.0,39.7356,-121.8454,433.0,INSPIRE SCHOOL OF ARTS AND SCIENCES
60846000835.0,2013,608460.0,99,99,306.0,119.0,34.0227,-117.683,2416.0,CHINO HIGH
60846000838.0,2013,608460.0,99,99,138.0,97.0,34.0094,-117.7176,1915.0,DON ANTONIO LUGO HIGH
60846009757.0,2013,608460.0,99,99,326.0,323.0,33.9938,-117.7304,2516.0,RUBEN S. AYALA HIGH
60846010360.0,2013,608460.0,99,99,386.0,445.0,33.96,-117.6869,3063.0,CHINO HILLS HIGH
60855000852.0,2013,608550.0,99,99,0.0,115.0,37.1149,-120.2627,1021.0,CHOWCHILLA UNION HIGH
60861007649.0,2013,608610.0,99,99,0.0,57.0,32.6198,-117.0834,1187.0,CHULA VISTA LEARNING COMMUNITY CHARTER
60876000887.0,2013,608760.0,99,99,274.0,266.0,34.1125,-117.7215,2370.0,CLAREMONT HIGH
60897000899.0,2013,608970.0,99,99,0.0,0.0,38.8107,-123.0228,428.0,CLOVERDALE HIGH
60903000367.0,2013,609030.0,99,99,134.0,497.0,36.8568,-119.714,2592.0,BUCHANAN HIGH
60903000904.0,2013,609030.0,99,99,135.0,322.0,36.8182,-119.6794,2887.0,CLOVIS HIGH
60903000906.0,2013,609030.0,99,99,98.0,429.0,36.861,-119.7624,2151.0,CLOVIS WEST HIGH
60903007959.0,2013,609030.0,99,99,70.0,326.0,36.7975,-119.6418,2069.0,CLOVIS EAST HIGH
60903011855.0,2013,609030.0,99,99,57.0,699.0,36.8907,-119.7335,2231.0,CLOVIS NORTH HIGH
60907000920.0,2013,609070.0,99,99,68.0,188.0,33.6437,-116.2,2665.0,COACHELLA VALLEY HIGH
60907007685.0,2013,609070.0,99,99,9.0,79.0,33.301,-115.9561,390.0,WEST SHORES HIGH
60907011175.0,2013,609070.0,99,99,0.0,93.0,33.571,-116.1622,1958.0,DESERT MIRAGE HIGH
60939000944.0,2013,609390.0,99,99,2.0,417.0,34.058,-117.4149,2123.0,BLOOMINGTON HIGH
60939000946.0,2013,609390.0,99,99,101.0,224.0,34.0697,-117.3348,1941.0,COLTON HIGH
60939008126.0,2013,609390.0,99,99,0.0,0.0,34.0715,-117.3108,164.0,WASHINGTON HIGH
60957000966.0,2013,609570.0,99,99,0.0,0.0,39.2004,-122.0199,348.0,COLUSA HIGH
60962000976.0,2013,609620.0,99,99,35.0,178.0,33.8909,-118.2263,2190.0,COMPTON HIGH
60962000978.0,2013,609620.0,99,99,4.0,221.0,33.8934,-118.1818,2147.0,DOMINGUEZ HIGH
60962007149.0,2013,609620.0,99,99,0.0,2.0,33.9192,-118.2396,16.0,THURGOOD MARSHALL
60964001020.0,2013,609640.0,99,99,51.0,692.0,34.1845,-118.9518,2542.0,NEWBURY PARK HIGH
60964001024.0,2013,609640.0,99,99,55.0,491.0,34.2119,-118.8703,2304.0,THOUSAND OAKS HIGH
60964001031.0,2013,609640.0,99,99,59.0,964.0,34.1592,-118.815,2432.0,WESTLAKE HIGH
60964012664.0,2013,609640.0,99,99,4.0,4.0,34.2052,-118.8613,83.0,CENTURY ACADEMY
60969001035.0,2013,609690.0,99,99,7.0,42.0,36.0974,-119.5681,870.0,CORCORAN HIGH
60981001044.0,2013,609810.0,99,99,0.0,42.0,39.9346,-122.1729,906.0,CORNING HIGH
60985001049.0,2013,609850.0,99,99,36.0,248.0,33.8726,-117.5854,2988.0,CORONA HIGH
60985001061.0,2013,609850.0,99,99,29.0,249.0,33.912,-117.5469,2315.0,NORCO HIGH
60985004959.0,2013,609850.0,99,99,57.0,536.0,33.8363,-117.5464,3609.0,SANTIAGO HIGH
60985009532.0,2013,609850.0,99,99,115.0,538.0,33.8587,-117.5455,3312.0,CENTENNIAL HIGH
60985011709.0,2013,609850.0,99,99,49.0,512.0,33.9536,-117.5683,3667.0,ELEANOR ROOSEVELT HIGH
60987001071.0,2013,609870.0,99,99,172.0,391.0,32.6917,-117.1783,1160.0,CORONADO HIGH
60994001081.0,2013,609940.0,99,99,58.0,52.0,38.3404,-122.6834,1489.0,RANCHO COTATE HIGH
60994010688.0,2013,609940.0,99,99,14.0,30.0,38.3401,-122.674,295.0,TECHNOLOGY HIGH
61005001093.0,2013,610050.0,99,99,83.0,281.0,34.0813,-117.9001,1369.0,COVINA HIGH
61005001102.0,2013,610050.0,99,99,59.0,297.0,34.0942,-117.9107,1388.0,NORTHVIEW HIGH
61005001105.0,2013,610050.0,99,99,131.0,382.0,34.0621,-117.8827,1824.0,SOUTH HILLS HIGH
61026001116.0,2013,610260.0,99,99,310.0,233.0,34.0075,-118.4025,2085.0,CULVER CITY HIGH
61035001159.0,2013,610350.0,99,99,9.0,103.0,36.5494,-119.2876,978.0,OROSI HIGH
61062001176.0,2013,610620.0,99,99,354.0,475.0,38.5563,-121.7509,1704.0,DAVIS SENIOR HIGH
61077001193.0,2013,610770.0,99,99,66.0,34.0,41.7695,-124.2092,936.0,DEL NORTE HIGH
61086001206.0,2013,610860.0,99,99,38.0,216.0,35.7786,-119.2387,1704.0,DELANO HIGH
61086011206.0,2013,610860.0,99,99,42.0,165.0,35.7663,-119.2212,1425.0,CESAR E. CHAVEZ HIGH
61086012157.0,2013,610860.0,99,99,44.0,150.0,35.7717,-119.2683,995.0,ROBERT F. KENNEDY HIGH
61104001218.0,2013,611040.0,99,99,0.0,44.0,37.5241,-120.8048,344.0,DENAIR HIGH
61111001226.0,2013,611110.0,99,99,198.0,296.0,33.7143,-116.2397,1999.0,INDIO HIGH
61111003582.0,2013,611110.0,99,99,90.0,237.0,33.7138,-116.2809,2858.0,LA QUINTA HIGH
61111008819.0,2013,611110.0,99,99,122.0,379.0,33.7319,-116.3586,2003.0,PALM DESERT HIGH
61111012319.0,2013,611110.0,99,99,150.0,198.0,33.7649,-116.2702,1713.0,SHADOW HILLS HIGH
61128001251.0,2013,611280.0,99,99,86.0,148.0,38.4465,-121.8159,1149.0,DIXON HIGH
61146001264.0,2013,611460.0,99,99,77.0,461.0,33.9391,-118.1283,4363.0,DOWNEY HIGH
61146001278.0,2013,611460.0,99,99,65.0,434.0,33.9357,-118.1406,3801.0,WARREN HIGH
61152001284.0,2013,611520.0,99,99,173.0,48.0,34.136,-117.9718,1099.0,DUARTE HIGH
61173001296.0,2013,611730.0,99,99,0.0,34.0,39.6481,-121.8026,324.0,DURHAM HIGH
61178001299.0,2013,611780.0,99,99,0.0,0.0,38.9118,-121.5268,320.0,EAST NICOLAUS HIGH
61182001301.0,2013,611820.0,99,99,161.0,193.0,37.2932,-121.83,2140.0,ANDREW P. HILL HIGH
61182001302.0,2013,611820.0,99,99,172.0,700.0,37.3689,-121.8577,3054.0,INDEPENDENCE HIGH
61182001303.0,2013,611820.0,99,99,82.0,281.0,37.3666,-121.8308,1193.0,JAMES LICK HIGH
61182001304.0,2013,611820.0,99,99,89.0,313.0,37.3462,-121.8079,1512.0,MOUNT PLEASANT HIGH
61182001305.0,2013,611820.0,99,99,99.0,377.0,37.2539,-121.82,1921.0,OAK GROVE HIGH
61182001306.0,2013,611820.0,99,99,40.0,335.0,37.3305,-121.8299,1447.0,WILLIAM C. OVERFELT HIGH
61182001307.0,2013,611820.0,99,99,332.0,514.0,37.4016,-121.8513,2206.0,PIEDMONT HILLS HIGH
61182001308.0,2013,611820.0,99,99,191.0,500.0,37.2356,-121.8287,2271.0,SANTA TERESA HIGH
61182001309.0,2013,611820.0,99,99,177.0,544.0,37.3044,-121.8059,2357.0,SILVER CREEK HIGH
61182001310.0,2013,611820.0,99,99,167.0,406.0,37.3184,-121.8493,1692.0,YERBA BUENA HIGH
61182010665.0,2013,611820.0,99,99,211.0,885.0,37.324,-121.7787,2734.0,EVERGREEN VALLEY HIGH
61187001325.0,2013,611870.0,99,99,2.0,8.0,38.576,-119.5114,59.0,COLEVILLE HIGH
61187001328.0,2013,611870.0,99,99,0.0,21.0,37.9611,-119.1199,56.0,LEE VINING HIGH
61207001342.0,2013,612070.0,99,99,38.0,221.0,38.7332,-120.8115,1330.0,EL DORADO HIGH
61207001344.0,2013,612070.0,99,99,50.0,358.0,38.6738,-120.9419,1828.0,PONDEROSA HIGH
61207007279.0,2013,612070.0,99,99,101.0,904.0,38.6811,-121.0703,2345.0,OAK RIDGE HIGH
61207007957.0,2013,612070.0,99,99,21.0,179.0,38.6763,-120.839,1069.0,UNION MINE HIGH
61212000439.0,2013,612120.0,99,99,29.0,209.0,34.036,-118.0435,1468.0,SOUTH EL MONTE HIGH
61212001363.0,2013,612120.0,99,99,23.0,425.0,34.094,-118.0218,2306.0,ARROYO HIGH
